DESCRIPCION PRINCIPIO ACTIVO,NOMBRE GENERICO,PRESENTACION,FABRICANTE
TENOFOVIR,TEXAVIR,SOLIDO,CIPLA
TENOFOVIR,TENARTA,SOLIDO,MYLAN
TENOFOVIR,TENOFOVIR,SOLIDO,SALUSPHARMA
TENOFOVIR,ADVANOVIR,SOLIDO,ADVANCE SCIENTIFIC
TENOFOVIR,TENDIFU,SOLIDO,HETERO
TENOFOVIR,TENOFOVIR DISOPROXIL FUMARATO,SOLIDO,HUMAX
TENOFOVIR,VIREAD,SOLIDO,GILEAD
TIBOLONA,FLART,SOLIDO,PROCAPS
TIOTROPIO,TROPU,LIQUIDO,HETERO
TIOTROPIO,TIOZIDE,LIQUIDO,CIPLA
TIOTROPIO,HELIBRON,LIQUIDO,CHALVER
TRAMETINIB,MEKINIST,SOLIDO,NOVARTIS
VALSARTAN,NEPARVIS,SOLIDO,NOVARTIS
VELAGLUCERASA,VPRIV,LIQUIDO/SOLIDO,BAXALTA
VILDAGLIPTINA,W LIPTINA,SOLIDO,WILLOW PHARMA
VILDAGLIPTINA,VILDAGLIPTINA,SOLIDO,NOVARTIS
VILDAGLIPTINA,JALRA,SOLIDO,MERCK
VILDAGLIPTINA,GALVUS,SOLIDO,NOVARTIS
APALUTAMIDA,ERLEADA,SOLIDO,JANSSEN
COBIMETINIB,COTELLIC,SOLIDO,ROCHE
EMICIZUMAB,HEMLIBRA,LIQUIDO/SOLIDO,ROCHE
MIDOSTAURINA,RYDAPT,SOLIDO,NOVARTIS
RAMUCIRUMAB,CYRAMZA,LIQUIDO/SOLIDO,ELI LILLY
CARGLUTAMICO,VIZMATO,SOLIDO,ALATIN RESOURCES
CARGLUTAMICO,CARBAGLU,SOLIDO,RECORDATI RARE
BELATACEPT,NULOJIX,LIQUIDO/SOLIDO,BRISTOL
BILASTINA,BILAXTEN,SOLIDO,FAES
DARUNAVIR,FURTHASR,SOLIDO,THE LABS
DACLATASVIR,DAKLINZA,SOLIDO,BRISTOL
DACLATASVIR,DAKLINZA,SOLIDO,BRISTOL MYERS SQUIBB
ELBASVIR,ZEPATIER,SOLIDO,MERCK
SOFOSBUVIR,HARVONI,SOLIDO,GILEAD
TIOCTICO,A LIPOR,SOLIDO,NUTRA BIOTICS
TIOCTICO,TIOTOFEN,SOLIDO,LAFRANCOL
TIOCTICO,THIOGAMMA,SOLIDO,WORWAG
TIOCTICO,PSICOFOS,SOLIDO,BAWISS
TIOCTICO,LIPOTIC,SOLIDO,PROCAPS
TIOCTICO,NUTRABIOTICS,SOLIDO,NUTRA BIOTICS
TIOCTICO,THIOCTACID,SOLIDO,MERCK
BRIMONIDINA,BRIDINE,LIQUIDO,SYNTHESIS
BENRALIZUMAB,FASENRA,LIQUIDO/SOLIDO,ASTRAZENECA
DUPILUMAB,DUPIXENT,LIQUIDO/SOLIDO,SANOFI
ISAVUCONAZOL,CRESEMBA,SOLIDO,BIOTOSCANA
ISAVUCONAZOL,CRESEMBA,LIQUIDO/SOLIDO,BIOTOSCANA
MEPOLIZUMAB,NUCALA,LIQUIDO/SOLIDO,GSK
ELIGLUSTAT,CERDELGA,SOLIDO,GENZYME
DURVALUMAB,IMFINZI,LIQUIDO/SOLIDO,ASTRAZENECA
GUSELKUMAB,TREMFYA,LIQUIDO/SOLIDO,JANSSEN
ECALANTIDA,KALBITOR,LIQUIDO/SOLIDO,PINT
HIDROSMIN,VENOSMIL,SOLIDO,FAES
DIOSMIN,FLEBODIA,SOLIDO,INNOTHERA
OCRELIZUMAB,OCREVUS,LIQUIDO/SOLIDO,ROCHE
AMISULPRIDA,DENIBAN,SOLIDO,SANOFI
AMISULPRIDA,SOCIAN,SOLIDO,SANOFI
COLICO,CHOLBAM,SOLIDO,UNO HEALTHCARE
COLICO,ORPHACOL,SOLIDO,CTRS
HIALURONICO,HYALGAN,LIQUIDO/SOLIDO,FIDIA
HIALURONICO,EUFLEXXA,LIQUIDO/SOLIDO,BIO TECHNOLOGY
HIALURONICO,SUPLASYN,LIQUIDO/SOLIDO,MYLAN
HIALURONICO,BIOVISC,LIQUIDO/SOLIDO,SOPHIA
HIALURONICO,DROPYAL,LIQUIDO/SOLIDO,MEIJI SEIKA
HIALURONICO,LUPROLYK,LIQUIDO,SYNTHESIS
ADENOSINA,ADENOCOR,LIQUIDO/SOLIDO,SANOFI AVENTIS
ADENOSINA,ADENOTROY,LIQUIDO/SOLIDO,TROIKAA
ADENOSINA,ADENOSINA,LIQUIDO/SOLIDO,SETAA
ADENOSINA,TACHYPRESS,LIQUIDO/SOLIDO,PROCLIN
ADENOSINA,ADENOSINA,LIQUIDO/SOLIDO,KNOVEL PHARMA
ADENOSINA,ADENOSINA,LIQUIDO/SOLIDO,PROCLIN
AGOMELATINA,NOMODEP,SOLIDO,SCANDINAVIA PHARMA
ALFA,ZEMAIRA,LIQUIDO/SOLIDO,CSL
ALFA,VENTIA,LIQUIDO/SOLIDO,UNO HEALTHCARE
ALFA,PROLASTIN C,LIQUIDO/SOLIDO,GRIFOLS THERAPEUTICS
AMINOS,PREVLOG,SOLIDO,RPG LIFE SCIENCES
ANTIGENOS,PNEUMOVAX,LIQUIDO/SOLIDO,MERCK SHARP DOME
APREPITANT,APRITANT,LIQUIDO/SOLIDO,MSN LABORATORIES PRIVATE
APREPITANT,LEMID,SOLIDO,LAFRANCOL
ATOSIBAN,EVERPREM,LIQUIDO/SOLIDO,EVER PHARMA
BACLOFENO,BALYRIA,SOLIDO,VANTAGE GLOBAL
BACLOFENO,DISTENTIA,SOLIDO,THE LABS
BRIVARACETAM,BRIVAXON,SOLIDO,MONTE VERDE
CARMUSTINA,CARMUSTINA,LIQUIDO/SOLIDO,KEMEX
CARMUSTINA,CARMUSTINA,LIQUIDO/SOLIDO,BLAU
CARMUSTINA,BICNU,LIQUIDO/SOLIDO,EMCURE
CEFTAZIDIMA,ZAVICEFTA,LIQUIDO/SOLIDO,PFIZER
DARUNAVIR,PREZCOBIX,SOLIDO,JANSSEN
DENOSUMAB,XGEVA,LIQUIDO/SOLIDO,AMGEN
DENOSUMAB,PROLIA,LIQUIDO/SOLIDO,AMGEN
DEXAMETASONA,OZURDEX,SOLIDO,ALLERGAN
DIAZOXIDO,UPGLYCEM,LIQUIDO,LIMINAL
DIOSMINA,VENADOL,SOLIDO,LAFRANCOL
DIOSMINA,VEDIPAL,SOLIDO,MONTE VERDE
DIOSMINA,NEO VEINS,SOLIDO,HEALTHY AMERICA
DIOSMINA,FEMAVEN,SOLIDO,KERN PHARMA
DIOSMINA,VENOMAX,SOLIDO,SCANDINAVIA PHARMA
DIOSMINA,DIOSMINA/HESPERIDINA,SOLIDO,SANOFI AVENTIS
EMTRICITABINA,ODEFSEY,SOLIDO,GILEAD
EMTRICITABINA,TRIFOVINA,SOLIDO,VANTAGE GLOBAL
EMTRICITABINA,VOYTEL,SOLIDO,THE LABS
EMTRICITABINA,ETEVIHR,SOLIDO,SALUSPHARMA
EMTRICITABINA,ETRAVIR,SOLIDO,HUMAX
EMTRICITABINA,TRIVENZ,SOLIDO,RICHMOND
EMTRICITABINA,REVIR,SOLIDO,CLINICOS Y HOSPITALARIOS
EMTRICITABINA,TENOMUNE,SOLIDO,CIPLA
EMTRICITABINA,ATROIZA,SOLIDO,MYLAN
EMTRICITABINA,EFAVIRENZ/EMTRICITABINA/TENOFOVIR,SOLIDO,AUROBINDO
EMTRICITABINA,TRUSTIVA,SOLIDO,HETERO
EMTRICITABINA,ATRIPLA,SOLIDO,GILEAD
ENOXAPARINA,CRUSIA,LIQUIDO/SOLIDO,ROVI PHARMA
ENOXAPARINA,ENOXAPARINA,LIQUIDO/SOLIDO,PROCLIN
ENOXAPARINA,ENOXALOW,LIQUIDO/SOLIDO,BLAU
ENOXAPARINA,ENOXPAR,LIQUIDO/SOLIDO,CHALVER
ETIL,LIPIODOL,LIQUIDO/SOLIDO,GUERBET
FLUMAZENIL,LANEXAT,LIQUIDO/SOLIDO,CHEPLAPHARM
FLUMAZENIL,DIAZENIL,LIQUIDO/SOLIDO,ADS PHARMA
FOLITROPIN,BEMFOLA,LIQUIDO/SOLIDO,GEDEON RICHTER
FOLITROPIN,FENOGEST,LIQUIDO/SOLIDO,LAFRANCOL
FOSAMPRENAVIR,TELZIR,SOLIDO,GLAXOSMITHKLINE
FOSFOLIPIDOS,BLES X,LIQUIDO/SOLIDO,BLES BIOCHEMICALS
FOSFOLIPIDOS,BLESURF,LIQUIDO/SOLIDO,BLES BIOCHEMICALS
FOSFOLIPIDOS,INFASURF,LIQUIDO/SOLIDO,ONY
FOSFOMICINA,UROFOS,SOLIDO,NOVAMED
FOSFOMICINA,URIGOX,SOLIDO,LAFRANCOL
FOSFOMICINA,LESGENA,SOLIDO,CLOSTER PHARMA
FOSFOMICINA,ACECNOU,SOLIDO,FAES FARMA
FOSFOMICINA,FOSTRAMAR,SOLIDO,GLOBAL MARKETING FARMACEUTICA
FOSFOMICINA,FOSTREN,SOLIDO,NEVOX
GLUCOSAMINA,REGERCUT,SOLIDO,STOCK
GLUCOSAMINA,MOBIOL,SOLIDO,HEALTHY AMERICA
GLUCOSAMINA,NUTRA JOINT COMFORT,SOLIDO,MARIA VICTORIA ZAPATA CADAVID
GLUCOSAMINA,GLUCOSAMINA/CONDROITINA,SOLIDO,NATURAL SYSTEMS
GLUCOSAMINA,WELLFLEX,SOLIDO,HEALTHY AMERICA
GLUCOSAMINA,MOVIART,SOLIDO,BIOCHEM
GLUCOSAMINA,GLUCOSAMINA/CONDROITINA,SOLIDO,GOOD`N NATURAL MANUFACTURING
GLUCOSAMINA,GLUCONITRIN,SOLIDO,BIOQUIFAR
GLUCOSAMINA,FLEXOBIL,SOLIDO,QUIMICA PATRIC
GLUCOSAMINA,FLEXTRIL C MSM,SOLIDO,NOVAMED
GLUCOSAMINA,GLUCOSAMINA/CONDROITINA,SOLIDO,TECNOQUIMICAS
GLUCOSAMINA,GLUCOSAMINA/CONDROITINA,SOLIDO,LA SANTE
GLUCOSAMINA,GLUCOSAMINA/CONDROITINA,SOLIDO,GENFAR
GLUCOSAMINA,GLUCOSAMINA/CONDROITINA,SOLIDO,COLMED
GLUCOSAMINA,FLEXURE,SOLIDO,PROCAPS
GLUCOSAMINA,GLUCOSAMINA/CONDROITINA,SOLIDO,INFABO
GLUCOSAMINA,GLUCOSAMINA/CONDROITINA,SOLIDO,AMERICAN GENERICS
GLUCOSAMINA,FLEXTRIL C,SOLIDO,NOVAMED
GLUCOSAMINA,DALIMIN,SOLIDO,SYNTHESIS
GLUCOSAMINA,ROTAFLEX,SOLIDO,SIEGFRIED
GLUCOSAMINA,CURAFLEX DUO,SOLIDO,MONTE VERDE
GONADOTROPINA,FENOGEST,LIQUIDO/SOLIDO,LAFRANCOL
GONADOTROPINA,MENOPUR,LIQUIDO/SOLIDO,FERRING
GONADOTROPINA,MERIONAL,LIQUIDO/SOLIDO,IBSA INSTITUTO BIOCHEMIQUE
IBUPROFENO,BOLTALKEY,LIQUIDO/SOLIDO,LIMINAL
IBUPROFENO,PEDEA,LIQUIDO/SOLIDO,RECORDATI RARE DISEASES
IBUPROFENO,ILIDAP,LIQUIDO/SOLIDO,LASMA
INSULINA,XULTOPHY,LIQUIDO/SOLIDO,NOVO NORDISK
IRBESARTAN,IIRBESARTAN/AMLODIPINO,SOLIDO,MK
IRBESARTAN,IRBESARTAN/AMLODIPINO,SOLIDO,MK
IRBESARTAN,IRBEPREX A,SOLIDO,SCANDINAVIA PHARMA
IRBESARTAN,ALENCAL IRBE,SOLIDO,CLOSTER PHARMA
IRBESARTAN,APROVASC,SOLIDO,SANOFI AVENTIS
IRBESARTAN,IRBIGEN-H,SOLIDO,HETERO
IRBESARTAN,IRBEVITAE PLUS,SOLIDO,GALENICUM HEALTH
IRBESARTAN,GIRENOXIN PLUS,SOLIDO,ALTADIS
IRBESARTAN,IRBETIAZID,SOLIDO,SIEGFRIED
IXAZOMIB,NINLARO,SOLIDO,BAXALTA
LAMIVUDINA,TOLAMID,SOLIDO,CIPLA
LAMIVUDINA,ABALAM,SOLIDO,HETERO
LAMIVUDINA,ABACAVIR/LAMIVUDINA,SOLIDO,SALUSPHARMA
LAMIVUDINA,ALBAVIR,SOLIDO,MYLAN
LAMIVUDINA,LAMCAVIR,SOLIDO,HUMAX
LAMIVUDINA,ABACAVIR/LAMIVUDINA,SOLIDO,AUROBINDO
LAMIVUDINA,KIVEXA,SOLIDO,GLAXOSMITHKLINE
LAMIVUDINA,TRIUMEQ,SOLIDO,GLAXOSMITHKLINE
LEVODOPA,LEVOCAPONE,SOLIDO,HUMAX
LISDEXANFETAMINA,VYVANSE,SOLIDO,BAXALTA
LISDEXANFETAMINA,SAMEXID,SOLIDO,LAFRANCOL
LOSARTAN,ARAMAX,SOLIDO,SCANDINAVIA PHARMA
LOSARTAN,CERXAIN,SOLIDO,ANZG
LOSARTAN,COZAAR XQ,SOLIDO,MERCK SHARP DOME
LOSARTAN,ARANDA,SOLIDO,FARMA
MARAVIROC,CELSENTRI,SOLIDO,GLAXOSMITHKLINE
MELFALAN,ALKERAN,LIQUIDO/SOLIDO,ASPEN
MELFALAN,MYELKILAN,LIQUIDO/SOLIDO,ADVANCE SCIENTIFIC
MELFALAN,AUROMELFALAN,LIQUIDO/SOLIDO,AUROBINDO
MELFALAN,MELFALAN,LIQUIDO/SOLIDO,HB HUMAN BIOSCIENCE
MELFALAN,NOZOMI,LIQUIDO/SOLIDO,AL PHARMA
MERCAPTOPURINA,KAPTO,SOLIDO,AL PHARMA
METILERGOMETRINA,METHERGIN,LIQUIDO/SOLIDO,NOVARTIS
MIGALASTAT,GALAFOLD,SOLIDO,PINT PHARMA
MITOMICINA,MIXANDEX,LIQUIDO/SOLIDO,PISA
MITOMICINA,ALPHAMYCINA,LIQUIDO/SOLIDO,TUTEUR
MITOXANTRONA,MITOXANTRONA,LIQUIDO/SOLIDO,BAXTER
MITOXANTRONA,MITOXANTRONA,LIQUIDO/SOLIDO,BLAU
MITOXANTRONA,MITOXANTRONA,LIQUIDO/SOLIDO,ROPSOHN
NATAMICINA,NATACYN,LIQUIDO,NOVARTIS
NEVIRAPINA,NEVIPARINA,LIQUIDO,AUROBINDO
NEVIRAPINA,NEVIRAPINA,SOLIDO,CLINICOS Y HOSPITALARIOS
NEVIRAPINA,NEVIVIR,SOLIDO,HETERO
NEVIRAPINA,VIRAVIR,SOLIDO,HUMAX
NEVIRAPINA,NEVIRAPINA,SOLIDO,AUROBINDO
NEVIRAPINA,NEVIRAPINA,SOLIDO,PERCOS
NEVIRAPINA,NIVERIN,SOLIDO,GRUFARMA
NEVIRAPINA,CIPLANEVIMUNE,SOLIDO,CIPLA
OLANZAPINA,ZYPREXA,LIQUIDO/SOLIDO,ELI LILLY
OLANZAPINA,OLANZAPINA,SOLIDO,HETERO
OLANZAPINA,PROLANZ,SOLIDO,EUROFARMA
OLANZAPINA,OLANZAPINA,SOLIDO,BRAINPHARMA
OLANZAPINA,OLANZAVITAE,SOLIDO,GALENICUM HEALTH
OLANZAPINA,ZAP,SOLIDO,EUROFARMA
OLANZAPINA,OLANZAPINA,SOLIDO,AMERICAN GENERICS
OLANZAPINA,OLAPINA,SOLIDO,PINT PHARMA
OLANZAPINA,MEFLAX,SOLIDO,SIEGFRIED
OLANZAPINA,PROLANZ FAST,SOLIDO,EUROFARMA
OLANZAPINA,PROLANZ,SOLIDO,PROCAPS
OLANZAPINA,OLAZAP,SOLIDO,SCANDINAVIA PHARMA
OLANZAPINA,FRENIAL,SOLIDO,BLUEPHARMA
OLANZAPINA,ZELTA,SOLIDO,BUSSIE
L-ORNITINA-L-ASPARTATO,HEPA-MERZ,SOLIDO,MERZ PHARMACEUTICALS
PALONOSETRON,PALONOSETRON,LIQUIDO/SOLIDO,HB HUMAN BIOSCIENCE
PALONOSETRON,PALOHALT,LIQUIDO/SOLIDO,MSN LABORATORIES PRIVATE
PALONOSETRON,PALOCIP,LIQUIDO/SOLIDO,CIPLA
PALONOSETRON,ONICIT,LIQUIDO/SOLIDO,MERCK SHARP DOME
PEGINTERFERON,PLEGRIDY,LIQUIDO/SOLIDO X 1,BIOGEN
PEGINTERFERON,PLEGRIDY,LIQUIDO/SOLIDO,BIOGEN
PERINDOPRIL,COVERATRIX,SOLIDO,LES LABORATOIRES SERVIER
ROSUVASTATINA,EZETIMIBE/ROSUVASTATINA,SOLIDO,MK
ROSUVASTATINA,ROSUVAX,SOLIDO,SCANDINAVIA PHARMA
ROSUVASTATINA,CARDIOMAX PLUS,SOLIDO,LAFRANCOL
SEVOFLURANO,SEVORANE,LIQUIDO,ABBOTT  / ABBVIE
SEVOFLURANO,SOJOURN,LIQUIDO,PIRAMAL CRITICAL CARE
SEVOFLURANO,SEVOFLURANO,LIQUIDO,BAXTER
TALIDOMIDA,INMUNOPRIN,SOLIDO,MONTE VERDE
TELMISARTAN,CARDIXIL PLUS,SOLIDO,PROCAPS
TELMISARTAN,TELMISARTAN/AMLODIPINO,SOLIDO,MK
TELMISARTAN,TELMA H,SOLIDO,GLENMARK
TELMISARTAN,CARDIXIL HCT,SOLIDO,PROCAPS
TERLIPRESINA,EVERPRESSIN,LIQUIDO/SOLIDO,EVER PHARMA
TETRABENAZINA,TETMODIS,SOLIDO,AXON
VALSARTAN,AMLODIPINO/VALSARTAN,SOLIDO,AMERICAN GENERICS
VALSARTAN,AMLODIPINO/VALSARTAN,SOLIDO,SANOFI AVENTIS
VALSARTAN,ALENCAL VALS,SOLIDO,CLOSTER PHARMA
VALSARTAN,VALSARTAN/AMLODIPINO,SOLIDO,TECNOQUIMICAS
VALSARTAN,AMPLIRON,SOLIDO,SCANDINAVIA PHARMA
VALSARTAN,DUOVAL,SOLIDO,SCANDINAVIA PHARMA
VALSARTAN,AMVAL,SOLIDO,LAFRANCOL
VALSARTAN,AMVALH,SOLIDO,SYNTHESIS
VALSARTAN,DUOVAL H,SOLIDO,SCANDINAVIA PHARMA
VALSARTAN,CARDIK 3,SOLIDO,LEGRAND
VINORELBINA,NAVELBINE,LIQUIDO/SOLIDO,PFMP
VINORELBINA,GELOVIN,LIQUIDO/SOLIDO,CIPLA
PEGFILGRASTIM,FULPHILA,LIQUIDO/SOLIDO,MYLAN
PEGFILGRASTIM,PEG-GRAFEEL,LIQUIDO/SOLIDO,DR REDDYS
PEGFILGRASTIM,GENFILGRAS PEG,LIQUIDO/SOLIDO,LAFRANCOL
PEGFILGRASTIM,NEULASTIM,LIQUIDO/SOLIDO,AMGEN
LEVOSIMENDAN,DAXMEN,LIQUIDO/SOLIDO,XINETIX PHARMA
LEVOSIMENDAN,LEVOSIMENDAN,LIQUIDO/SOLIDO,FCV PHARMA
LEVOSIMENDAN,LEVOSIDAX,LIQUIDO/SOLIDO,ADVENTUM PHARMA
LEVOSIMENDAN,DAXIM,LIQUIDO/SOLIDO,ABBOTT  / ABBVIE
RIVAROXABAN,RIVAROXABAN,SOLIDO,SANOFI AVENTIS
RIVAROXABAN,VAROXRED,SOLIDO,DR REDDY
TOXINA,NEURONOX,LIQUIDO/SOLIDO,HUMAX
TOXINA,VISTABEL,LIQUIDO/SOLIDO,ALLERGAN
TOXINA,XEOMIN,LIQUIDO/SOLIDO,MERZ PHARMACEUTICALS
TOXINA,MAGNION,LIQUIDO/SOLIDO,SYNTHESIS
TOXINA,SIAX,LIQUIDO/SOLIDO,GLOBAL SKIN
TOXINA,BOTOX BTX-A,LIQUIDO/SOLIDO,ALLERGAN
VON,IMMUNATE,LIQUIDO/SOLIDO,BAXALTA
VON,VONCENTO,LIQUIDO/SOLIDO,CSL
VON,HAEMATE,LIQUIDO/SOLIDO,CSL
VON,FANHDI,LIQUIDO/SOLIDO,GRIFOLS
VON,DRIED FACTOR VIII FRACTION 500 UI + FACTOR DE VON WILLEBRAND 800 UI,LIQUIDO/SOLIDO,BPL
VON,DRIED,LIQUIDO/SOLIDO,BPL
VON,OPTIVATE,LIQUIDO/SOLIDO,BPL
VON,WILATE,LIQUIDO/SOLIDO,OCTAPHARMA
RITUXIMAB,RUXIENCE,LIQUIDO/SOLIDO,PFIZER
RITUXIMAB,MABALL,LIQUIDO/SOLIDO,HETERO
RITUXIMAB,IXIMAB,LIQUIDO/SOLIDO,LEGRAND
RITUXIMAB,ACELLBIA,LIQUIDO/SOLIDO,BIOTOSCANA
RITUXIMAB,RITOXEN,LIQUIDO/SOLIDO,EXELTIS
TRASTUZUMAB,TRAZIMERA,SOLIDO,PFIZER
TRASTUZUMAB,BISINTEX,SOLIDO,LAFRANCOL
TRASTUZUMAB,OGIVRI,SOLIDO,MYLAN
TRASTUZUMAB,HERCEPTIN,LIQUIDO,ROCHE
LENALIDOMIDA,LIZGRAM,SOLIDO,DR REDDY
LENALIDOMIDA,LENOSIDE,SOLIDO,CIPLA
LENALIDOMIDA,DOMIDE,SOLIDO,LEGRAND
LENALIDOMIDA,LADEVINA,SOLIDO,LKM
EVEROLIMUS,SUMIROL,SOLIDO,LEGRAND
EVEROLIMUS,AFINITOR,SOLIDO,NOVARTIS
OXIBUTININA,OXIBUTININA,SOLIDO,SALUSPHARMA
OXIBUTININA,SINORIN,SOLIDO,QUIRUPOS
OXIBUTININA,DELIFON,SOLIDO,BEST
OXIBUTININA,UROPRAN,SOLIDO,TECNOQUIMICAS
OXIBUTININA,MUTUM,SOLIDO,LABORATORIOS ELEA PHOENIX
VENLAFAXINA,NIZTEC,SOLIDO,SIEGFRIED
VENLAFAXINA,VENLAFAXINA,SOLIDO,TECNOQUIMICAS
VENLAFAXINA,VENOXOR,SOLIDO,CALIER
VENLAFAXINA,VENLAFAXINA,SOLIDO,LA SANTE
VENLAFAXINA,VENLAFAXINA,SOLIDO,SANDOZ
VENLAFAXINA,VENDEP XR,SOLIDO,PINT PHARMA
INMUNOGLOBULINA,BERIGLOBINA,LIQUIDO/SOLIDO,CSL
INMUNOGLOBULINA,BIOGLOBIN,LIQUIDO/SOLIDO,BIOTEST
INMUNOGLOBULINA,CUTAQUIG,LIQUIDO/SOLIDO,OCTAPHARMA
GEMCITABINA,GEMZAR,LIQUIDO/SOLIDO,ELI LILLY
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,KEMEX
GEMCITABINA,VIRULIZIN,LIQUIDO/SOLIDO,AL PHARMA
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,SANDOZ
GEMCITABINA,GESTREDOS,LIQUIDO/SOLIDO,LKM
GEMCITABINA,ONCOGEM,LIQUIDO/SOLIDO,CIPLA
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,SEVEN PHARMA
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,ROPSOHN
GEMCITABINA,GENUTEN,LIQUIDO/SOLIDO,SCANDINAVIA PHARMA
GEMCITABINA,GEMCIMIRA,LIQUIDO/SOLIDO,PFIZER
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,PISA
GEMCITABINA,GEMTIN,LIQUIDO/SOLIDO,HETERO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,FRESENIUS
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,BLAU
GEMCITABINA,GEMCISEVEN 200,LIQUIDO/SOLIDO,SEVEN PHARMA
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,UNIPHARM
GEMCITABINA,GEMBINA,LIQUIDO/SOLIDO,CHALVER
GEMCITABINA,PAMIGEN,LIQUIDO/SOLIDO,FARMACEUTICA PARAGUAYA
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,VENUS
GEMCITABINA,GEMCITABINE,LIQUIDO/SOLIDO,HEALTH NET
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,HEALTH NET
GEMCITABINA,GENTABIM,LIQUIDO/SOLIDO,PROCAPS
GEMCITABINA,GEBITAN,LIQUIDO/SOLIDO,RICHMOND
GEMCITABINA,ONCOTABIN,LIQUIDO/SOLIDO,BIOTOSCANA
VORICONAZOL,VORICONAZOL,LIQUIDO/SOLIDO,SICMAFARMA
VORICONAZOL,VOSICAZ,LIQUIDO/SOLIDO,ASPIRO PHARMA
VORICONAZOL,OVICAZOL,LIQUIDO/SOLIDO,STEIN
VORICONAZOL,VORIOLE,LIQUIDO/SOLIDO,MSN LABORATORIES PRIVATE
VORICONAZOL,RICONRED,LIQUIDO/SOLIDO,DR REDDYS
VORICONAZOL,VORICOX,LIQUIDO/SOLIDO,LAFRANCOL
VORICONAZOL,NAXOLE,LIQUIDO/SOLIDO,XINETIX PHARMA
VORICONAZOL,VORICONAZOL,LIQUIDO/SOLIDO,FCV PHARMA
VORICONAZOL,NEUCLER,LIQUIDO/SOLIDO,PROCAPS
VORICONAZOL,VORICONAZOL,LIQUIDO/SOLIDO,BIOSPIFAR
VORICONAZOL,VORICONAZOL,LIQUIDO/SOLIDO,SETAA
VORICONAZOL,VFEND,LIQUIDO/SOLIDO,PFIZER
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,FRESENIUS
DOXORUBICINA,LIPODOX-SUN,LIQUIDO/SOLIDO,SUN PHARMACEUTICAL
DOXORUBICINA,GRANA,LIQUIDO/SOLIDO,AL PHARMA
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,AL PHARMA
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,CIPLA
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,BLAU
DOXORUBICINA,ZYTOKIL,LIQUIDO/SOLIDO,PISA
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,UNIPHARM
DOXORUBICINA,DOBICINA,LIQUIDO/SOLIDO,BIOTOSCANA
IDARRUBICINA,ZAVEDOS,LIQUIDO/SOLIDO,PFIZER
IDARRUBICINA,IDARUBICINA,LIQUIDO/SOLIDO,BLAU
OXALIPLATINO,OXALISEVEN,LIQUIDO/SOLIDO,SEVEN PHARMA
OXALIPLATINO,OXALIPRO,LIQUIDO/SOLIDO,CIPLA
OXALIPLATINO,CRISAPLA,LIQUIDO/SOLIDO,LKM
OXALIPLATINO,HOXALIRA,LIQUIDO/SOLIDO,PFIZER
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,FRESENIUS
OXALIPLATINO,OXALIPLATINO,LIQUIDO,FRESENIUS
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,UNIPHARM
OXALIPLATINO,PISA,LIQUIDO/SOLIDO,PISA
OXALIPLATINO,OXPLAR,LIQUIDO/SOLIDO,CIPLA
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,BLAU
OXALIPLATINO,ELOXATIN,LIQUIDO/SOLIDO,SANOFI AVENTIS
ZOLEDRONICO,ZIMEDROPIM5MG/100ML,LIQUIDO/SOLIDO,ARIS
ZOLEDRONICO,AZOLEDRIN,LIQUIDO/SOLIDO,ARIS
ZOLEDRONICO, ZOLENDRONIC,LIQUIDO/SOLIDO,MYLAN
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,SICMAFARMA
ZOLEDRONICO,MIZONIC,LIQUIDO/SOLIDO,ASPIRO PHARMA
ZOLEDRONICO,ZIDOTOR,LIQUIDO/SOLIDO,CIPLA
ZOLEDRONICO,ZOFIVE,LIQUIDO/SOLIDO,HB HUMAN BIOSCIENCE
ZOLEDRONICO,ACZOL,LIQUIDO/SOLIDO,PROCAPS
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,PROCLIN
ZOLEDRONICO,ZONDRA,LIQUIDO/SOLIDO,LIOMONT
ZOLEDRONICO,ZOLSEVEDRON,LIQUIDO/SOLIDO,SEVEN PHARMA
