NOMBRE DEL PRODUCTO FARMACEUTICO,TIPO DE FARMACO,NOMBRE DEL LABORATORIO OFERTANTE,PRINCIPIO ACTIVO O ASOCIACION DE PRINCIPIOS ACTIVOS,PRECIO VENTA CON IVA_EUROS,TRATAMIENTO DE LARGA DURACION,MEDICAMENTO HUERFANO
OBALIX,ORIGINAL,GUIDOTTI FARMA S.L.,BILASTINA,6.99,NO,NO
IBIS,ORIGINAL,MENARINIS.A.,BILASTINA,6.99,NO,NO
LIVAZO,ORIGINAL,CASEN RECORDATI S.L..,PITAVASTATINA,5.35,NO,NO
LODERM,ORIGINAL,VINAS S.A.,ERITROMICINA,3.75,NO,NO
LIVAZO,ORIGINAL,CASEN RECORDATI S.L..,PITAVASTATINA,10.69,NO,NO
ALIPZA,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,PITAVASTATINA,10.69,NO,NO
ALIPZA,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,PITAVASTATINA,21.39,NO,NO
LIVAZO,ORIGINAL,CASEN RECORDATI S.L..,PITAVASTATINA,21.39,NO,NO
CLOPIDOGREL,GENERICO,AUROVITAS SPAIN S.A.U,CLOPIDOGREL,30.02,NO,NO
ALIPZA,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,PITAVASTATINA,5.35,NO,NO
PRAMIPEXOL,GENERICO,MABO-FARMA S.A.,PRAMIPEXOL,98.83,NO,NO
DOLOCATIL,ORIGINAL,FERRER INTERNACIONAL S.A.,PARACETAMOL,0.67,NO,NO
LAMOTRIGINA,GENERICO,AUROBINDO S.L.U,LAMOTRIGINA,2.5,SI,NO
LAMOTRIGINA,GENERICO,AUROBINDO S.L.U,LAMOTRIGINA,4.95,SI,NO
LAMOTRIGINA,GENERICO,AUROBINDO S.L.U,LAMOTRIGINA,6.59,SI,NO
LAMOTRIGINA,GENERICO,AUROBINDO S.L.U,LAMOTRIGINA,26.35,SI,NO
LAMOTRIGINA,GENERICO,AUROBINDO S.L.U,LAMOTRIGINA,9.88,SI,NO
LAMOTRIGINA,GENERICO,AUROBINDO S.L.U,LAMOTRIGINA,13.18,SI,NO
LAMOTRIGINA,GENERICO,AUROBINDO S.L.U,LAMOTRIGINA,28.24,SI,NO
VALSARTAN/,GENERICO,STADA S.L,DIHIDROCLOROTIAZIDAVALSARTAN,5.99,NO,NO
VALSARTAN/,GENERICO,STADA S.L,HIDROCLOROTIAZIDAVALSARTAN,11.99,NO,NO
VALSARTAN/,GENERICO,STADA S.L,DIHIDROCLOROTIAZIDAVALSARTAN,11.99,NO,NO
LOSARTAN/HIDROCLOROTIAZIDA,ORIGINAL,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,HIDROCLOROTIAZIDALOSARTAN,5.84,NO,NO
BROMAZEPAM,GENERICO,NORMON S.A.,BROMAZEPAM,1.09,NO,NO
BROMAZEPAM,GENERICO,NORMON S.A.,BROMAZEPAM,1.14,NO,NO
BROMAZEPAN,GENERICO,NORMON S.A.,BROMAZEPAM,1.37,NO,NO
VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,KERN PHARMA S.L.,HIDROCLOROTIAZIDAVALSARTAN,11.99,NO,NO
VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,KERN PHARMA S.L.,VALSARTANHIDROCLOROTIAZIDA,5.99,NO,NO
TARDYFERON,ORIGINAL,PIERRE FABRE IBERICA S.A.,HIERRO,2.5,NO,NO
VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,APOTEX ESPANA S.L,HIDROCLOROTIAZIDAVALSARTAN,5.99,NO,NO
VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,APOTEX ESPANA S.L,HIDROCLOROTIAZIDAVALSARTAN,11.99,NO,NO
VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,APOTEX ESPANA S.L,VALSARTANHIDROCLOROTIAZIDA,11.99,NO,NO
VALSARTAN,GENERICO,COMBIX S.L.U,VALSARTANHIDROCLOROTIAZIDA,5.99,NO,NO
ACETATO,ORIGINAL,RENACARE NEPHROMED GMBH,ACETATO,7.73,NO,NO
VALSARTAN,GENERICO,COMBIX S.L.U,VALSARTANHIDROCLOROTIAZIDA,11.99,NO,NO
DONEPEZILO,GENERICO,CINFA S.A.,DONEPEZILO,65.16,NO,NO
LEVOCETIRIZINA,GENERICO,CINFA S.A.,LEVOCETIRIZINA,5.9,NO,NO
DONEPEZILO,GENERICO,CINFA S.A.,DONEPEZILO,32.58,NO,NO
RISEDRONATO,GENERICO,CINFA S.A.,RISEDRONATO,19.84,NO,NO
LEVOCETIRIZINA,GENERICO,NORMON S.A.,LEVOCETIRIZINA,5.9,NO,NO
KREON,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,PROTEASASAMILASALIPASA,42.12,NO,NO
REQUIP,ORIGINAL,GLAXOSMITHKLINE S.A.,ROPINIROL,3.37,NO,NO
KREON,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,PROTEASASLIPASAAMILASA,21.06,NO,NO
SENIORAL,ORIGINAL,LABORATORIOS ERN S.A.,CLOCINIZINA,3.68,NO,NO
SIMVASTATINA,GENERICO,UXAFARMA S.A.,SIMVASTATINA,0.95,SI,NO
SIMVASTATINA,GENERICO,UXAFARMA S.A.,SIMVASTATINA,1.58,SI,NO
SIMVASTATINA,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,SIMVASTATINA,0.95,SI,NO
REQUIP,ORIGINAL,GLAXOSMITHKLINE S.A.,ROPINIROL,2.5,NO,NO
RASILEZ,ORIGINAL,NODEN PHARMA DAC,HIDROCLOROTIAZIDAALISKIRENO,25.79,NO,NO
RASILEZ,ORIGINAL,NODEN PHARMA DAC,HIDROCLOROTIAZIDAALISKIRENO,41.26,NO,NO
RASILEZ,ORIGINAL,NODEN PHARMA DAC,ALISKIRENOHIDROCLOROTIAZIDA,41.26,NO,NO
LOBIVON,ORIGINAL,MENARINIS.A.,HIDROCLOROTIAZIDANEBIVOLOL,9.52,NO,NO
LOBIVON,ORIGINAL,MENARINIS.A.,HIDROCLOROTIAZIDANEBIVOLOL,11.16,NO,NO
SILOSTAR,ORIGINAL,GUIDOTTI FARMA S.L.,NEBIVOLOL,9.52,NO,NO
SILOSTAR,ORIGINAL,GUIDOTTI FARMA S.L.,HIDROCLOROTIAZIDANEBIVOLOL,11.16,NO,NO
OLANZAPINA,GENERICO,APOTEX ESPANA S.L,OLANZAPINA,26.44,NO,NO
OLANZAPINA,GENERICO,APOTEX ESPANA S.L,OLANZAPINA,79.33,NO,NO
OLANZAPINA,GENERICO,APOTEX ESPANA S.L,OLANZAPINA,52.89,NO,NO
OLANZAPINA,GENERICO,APOTEX ESPANA S.L,OLANZAPINA,105.78,NO,NO
REPAGLINIDA,GENERICO,RATIOPHARM ESPANA S.A.,REPAGLINIDA,11.18,NO,NO
REPAGLINIDA,GENERICO,RATIOPHARM ESPANA S.A.,REPAGLINIDA,2.79,NO,NO
REPAGLINIDA,GENERICO,RATIOPHARM ESPANA S.A.,REPAGLINIDA,5.59,NO,NO
VALSARTAN-HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,HIDROCLOROTIAZIDAVALSARTAN,23.96,NO,NO
ESCITALOPRAM,GENERICO,MABO-FARMA S.A.,ESCITALOPRAM,17.48,NO,NO
ESCITALOPRAM,GENERICO,MABO-FARMA S.A.,ESCITALOPRAM,13.11,NO,NO
ESCITALOPRAM,GENERICO,MABO-FARMA S.A.,ESCITALOPRAM,8.74,NO,NO
PANTOPRAZOL,GENERICO,MABO-FARMA S.A.,PANTOPRAZOL,8.74,NO,NO
LOSARTAN/HIDROCLOROTIAZIDA,GENERICO,MABO-FARMA S.A.,HIDROCLOROTIAZIDALOSARTAN,5.84,NO,NO
LOSARTAN/HIDROCLOROTIAZIDA,GENERICO,MABO-FARMA S.A.,HIDROCLOROTIAZIDALOSARTAN,2.92,NO,NO
CLOPIDOGREL,GENERICO,MABO-FARMA S.A.,CLOPIDOGREL,16.81,NO,NO
ATORVASTATINA,GENERICO,MABO-FARMA S.A.,ATORVASTATINA,16.36,NO,NO
ATORVASTATINA,GENERICO,MABO-FARMA S.A.,ATORVASTATINA,8.18,NO,NO
ATORVASTATINA,GENERICO,MABO-FARMA S.A.,ATORVASTATINA,4.09,NO,NO
FRAXIPARINA,ORIGINAL,ASPEN PHARMACARE ESPANA S.L.,NADROPARINA,24.1,NO,NO
FRAXIPARINA,ORIGINAL,ASPEN PHARMACARE ESPANA S.L.,NADROPARINA,63.96,NO,NO
FRAXIPARINA,ORIGINAL,ASPEN PHARMACARE ESPANA S.L.,NADROPARINA,94.02,NO,NO
FRAXIPARINA,ORIGINAL,ASPEN PHARMACARE ESPANA S.L.,NADROPARINA,116.02,NO,NO
FRAXIPARINA,ORIGINAL,ASPEN PHARMACARE ESPANA S.L.,NADROPARINA,149.49,NO,NO
FRAXIPARINA,ORIGINAL,ASPEN PHARMACARE ESPANA S.L.,NADROPARINA,44.29,NO,NO
FRAXIPARINA,ORIGINAL,ASPEN PHARMACARE ESPANA S.L.,NADROPARINA,32.33,NO,NO
FRAGMIN,ORIGINAL,VIATRIS  HEALTHCARE S.L.,DALTEPARINA,51.61,NO,NO
FRAGMIN,ORIGINAL,PFIZER S.L,DALTEPARINA,112.79,NO,NO
SULPIRIDA,GENERICO,KERN PHARMA S.L.,SULPIRIDA,1.89,NO,NO
GLICLAZIDA,GENERICO,TEVA PHARMA S.L.U,GLICLAZIDA,5.59,SI,NO
FENTANILO,GENERICO,TEVA PHARMA S.L.U,FENTANILO,14.63,NO,NO
FENTANILO,GENERICO,TEVA PHARMA S.L.U,FENTANILO,29.25,NO,NO
FENTANILO,GENERICO,TEVA PHARMA S.L.U,FENTANILO,43.88,NO,NO
FENTANILO,GENERICO,TEVA PHARMA S.L.U,FENTANILO,58.51,NO,NO
ANEUROL,ORIGINAL,LACERS.A.,PIRIDOXINA,2.03,NO,NO
ALDOSOMNIL,ORIGINAL,ALDO-UNION S.L.,LORMETAZEPAM,2.01,NO,NO
ALDOSOMNIL,ORIGINAL,ALDO-UNION S.L.,LORMETAZEPAM,2.31,NO,NO
HISTAVERIN,ORIGINAL,ESTEDI S.L.,CODEINA,4.95,NO,NO
BICARBEX,GENERICO,INIBSA HOSPITAL S.L.U.,BICALUTAMIDA,42.37,NO,NO
GLUCOLON,ORIGINAL,GENERFARMA S.L.U.,GLIBENCLAMIDA,2.95,SI,NO
LOSARTAN,GENERICO,SUN PHARMA LABORATORIOS S.L,LOSARTAN,4.17,SI,NO
LOSARTAN,GENERICO,SUN PHARMA LABORATORIOS S.L,LOSARTAN,8.34,SI,NO
LOSARTAN/HIDROCLOROTIAZIDA,GENERICO,SUN PHARMA LABORATORIOS S.L,HIDROCLOROTIAZIDALOSARTAN,2.92,NO,NO
LOSARTAN/HIDROCLOROTIAZIDA,GENERICO,SUN PHARMA LABORATORIOS S.L,LOSARTAN,5.84,NO,NO
SIMVASTATINA,GENERICO,SUN PHARMA LABORATORIOS S.L,SIMVASTATINA,2.17,SI,NO
PANTOPRAZOL,GENERICO,SUN PHARMA LABORATORIOS S.L,PANTOPRAZOL,8.74,NO,NO
PANTOPRAZOL,GENERICO,SUN PHARMA LABORATORIOS S.L,PANTOPRAZOL,17.48,NO,NO
LERZAM,ORIGINAL,CASEN RECORDATI S.L..,LERCANIDIPINO,6.24,NO,NO
LERZAM,ORIGINAL,CASEN RECORDATI S.L..,LERCANIDIPINO,12.47,NO,NO
FINASTERIDA,GENERICO,AUROBINDO S.L.U,FINASTERIDA,9.1,NO,NO
MINURIN,ORIGINAL,FERRING S.A.U,DESMOPRESINA,14.42,SI,NO
BIOLID,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,PLANTAGO,1.87,NO,NO
BIOLID,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,PLANTAGO,3.31,NO,NO
GLUFAN,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,GLUCOSAMINA,6.51,NO,NO
PRINIVIL,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,LISINOPRIL,3.4,SI,NO
PRINIVIL,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,LISINOPRIL,6.35,SI,NO
PRINIVIL,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,LISINOPRILHIDROCLOROTIAZIDA,7.37,NO,NO
BERTANEL,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,METOTREXATO,10.88,NO,NO
BERTANEL,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,METOTREXATO,13.49,NO,NO
BERTANEL,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,METOTREXATO,20.23,NO,NO
BERTANEL,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,METOTREXATO,26.62,NO,NO
BERTANEL,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,METOTREXATO,28.44,NO,NO
BERTANEL,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,METOTREXATO,29.38,NO,NO
PLANTAGO,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,PLANTAGO,4.18,NO,NO
OMEPRAZOL,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,OMEPRAZOL,2.42,NO,NO
CRONODINE,ORIGINAL,ESPECIALIDADES FARMACEUTICAS CENTRUM S.A.,DILTIAZEM,18.26,SI,NO
CLOPIDOGREL,GENERICO,RATIOPHARM ESPANA S.A.,CLOPIDOGREL,16.81,NO,NO
CLOPIDOGREL,GENERICO,TEVA PHARMA S.L.U,CLOPIDOGREL,16.81,NO,NO
CLOPIDOGREL,GENERICO,TEVA PHARMA S.L.U,CLOPIDOGREL,30.02,NO,NO
VENLAFAXINA,GENERICO,APOTEX ESPANA S.L,VENLAFAXINA,19.15,NO,NO
VENLAFAXINA,GENERICO,APOTEX ESPANA S.L,VENLAFAXINA,9.59,NO,NO
EXEMESTANO,GENERICO,AUROVITAS SPAIN S.A.U,EXEMESTANO,96.66,NO,NO
ALENDRONICO,ORIGINAL,ABABOR PHARMACEUTICALS S.L.,ALENDRONICO,9.99,NO,NO
KETOCONAZOL,GENERICO,QUALIX PHARMA S.L.,KETOCONAZOL,2.98,NO,NO
MOMETASONA,ORIGINAL,ABAMED PHARMA S.L,MOMETASONA,4.98,NO,NO
TIOCONAZOL,ORIGINAL,ABAMED PHARMA S.L,TIOCONAZOL,10.97,NO,NO
SARCOP,ORIGINAL,UNIPHARMA S.A.,PERMETRINA,9.73,NO,NO
SARCOP,ORIGINAL,UNIPHARMA S.A.,PERMETRINA,17.02,NO,NO
OLANZAPINA,GENERICO,TEVA PHARMA S.L.U,OLANZAPINA,13.22,NO,NO
OLANZAPINA,GENERICO,TEVA PHARMA S.L.U,OLANZAPINA,26.44,NO,NO
OLANZAPINA,GENERICO,TEVA PHARMA S.L.U,OLANZAPINA,79.33,NO,NO
OLANZAPINA,GENERICO,TEVA PHARMA S.L.U,OLANZAPINA,52.89,NO,NO
OLANZAPINA,GENERICO,TEVA PHARMA S.L.U,OLANZAPINA,105.78,NO,NO
METOJECT,ORIGINAL,GEBRO PHARMA S.A.,METOTREXATO,10.88,NO,NO
METOJECT,ORIGINAL,GEBRO PHARMA S.A.,METOTREXATO,13.49,NO,NO
METOJECT,ORIGINAL,GEBRO PHARMA S.A.,METOTREXATO,20.23,NO,NO
METOJECT,ORIGINAL,GEBRO PHARMA S.A.,METOTREXATO,26.96,NO,NO
METOJECT,ORIGINAL,GEBRO PHARMA S.A.,METOTREXATO,31.61,NO,NO
METOJECT,ORIGINAL,GEBRO PHARMA S.A.,METOTREXATO,32.66,NO,NO
VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,AUROVITAS SPAIN S.A.U,HIDROCLOROTIAZIDAVALSARTAN,11.99,NO,NO
VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,AUROVITAS SPAIN S.A.U,HIDROCLOROTIAZIDAVALSARTAN,5.99,NO,NO
SIMVASTATINA,GENERICO,CINFA S.A.,SIMVASTATINA,2.17,SI,NO
SIMVASTATINA,GENERICO,CINFA S.A.,SIMVASTATINA,0.95,SI,NO
SIMVASTATINA,GENERICO,CINFA S.A.,SIMVASTATINA,1.58,SI,NO
VENLAFAXINA,GENERICO,AUROVITAS SPAIN S.A.U,VENLAFAXINA,9.59,NO,NO
VENLAFAXINA,GENERICO,AUROVITAS SPAIN S.A.U,VENLAFAXINA,19.15,NO,NO
LATANOPROST,ORIGINAL,AUROVITAS SPAIN S.A.U,LATANOPROST,6.67,NO,NO
LETROZOL,GENERICO,AUROVITAS SPAIN S.A.U,LETROZOL,92.1,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,AUROVITAS SPAIN S.A.U,IRBESARTANHIDROCLOROTIAZIDA,19.29,NO,NO
NITRODERM,ORIGINAL,BEXAL FARMACEUTICA S.A.,NITROGLICERINA,23.14,SI,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,AUROVITAS SPAIN S.A.U,HIDROCLOROTIAZIDAIRBESARTAN,9.65,NO,NO
OMEPRAZOL,GENERICO,AUROVITAS SPAIN S.A.U,OMEPRAZOL,2.42,NO,NO
OLANZAPINA,GENERICO,AUROVITAS SPAIN S.A.U,OLANZAPINA,52.89,NO,NO
OLANZAPINA,GENERICO,AUROVITAS SPAIN S.A.U,OLANZAPINA,105.78,NO,NO
OLANZAPINA,GENERICO,AUROVITAS SPAIN S.A.U,OLANZAPINA,26.44,NO,NO
OLANZAPINA,GENERICO,AUROVITAS SPAIN S.A.U,OLANZAPINA,79.33,NO,NO
OLANZAPINA,GENERICO,AUROVITAS SPAIN S.A.U,OLANZAPINA,13.22,NO,NO
LOSARTAN/HIDROCLOROTIAZIDA,GENERICO,AUROVITAS SPAIN S.A.U,HIDROCLOROTIAZIDALOSARTAN,2.92,NO,NO
OPIREN,ORIGINAL,TAKEDA FARMACEUTICA ESPANA S.A,LANSOPRAZOL,7.96,NO,NO
LEVOCETIRIZINA,GENERICO,AUROVITAS SPAIN S.A.U,LEVOCETIRIZINA,5.9,NO,NO
LERCANIDIPINO,GENERICO,AUROVITAS SPAIN S.A.U,LERCANIDIPINO,12.47,NO,NO
LERCANIDIPINO,GENERICO,AUROVITAS SPAIN S.A.U,LERCANIDIPINO,6.24,NO,NO
ANASTROZOL,GENERICO,AUROVITAS SPAIN S.A.U,ANASTROZOL,60.09,NO,NO
BICALUTAMIDA,GENERICO,AUROVITAS SPAIN S.A.U,BICALUTAMIDA,42.37,NO,NO
CLOPIDOGREL,GENERICO,AUROVITAS SPAIN S.A.U,CLOPIDOGREL,16.81,NO,NO
CLOPIDOGREL,GENERICO,SANDOZ FARMACEUTICA S.A,CLOPIDOGREL,16.81,NO,NO
OMEPRAZOL,GENERICO,SANDOZ FARMACEUTICA S.A,OMEPRAZOL,2.42,NO,NO
RAMIPRIL,GENERICO,BEXAL FARMACEUTICA S.A.,RAMIPRIL,4.84,SI,NO
CITALOPRAM,GENERICO,BEXAL FARMACEUTICA S.A.,CITALOPRAM,5.12,NO,NO
TAMSULOSINA,GENERICO,BEXAL FARMACEUTICA S.A.,TAMSULOSINA,10.96,NO,NO
LAMOTRIGINA,GENERICO,BEXAL FARMACEUTICA S.A.,LAMOTRIGINA,26.35,SI,NO
CARVEDILOL,GENERICO,SANDOZ FARMACEUTICA S.A,CARVEDILOL,6.04,SI,NO
LISINOPRIL/HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,LISINOPRILHIDROCLOROTIAZIDA,7.37,NO,NO
CIRCLET,ORIGINAL,ORGANON SALUD S.L.,ETINILESTRADIOLETONOGESTREL,29.69,NO,NO
YANTIL,ORIGINAL,GRUNENTHAL PHARMA S.A,TAPENTADOL,22.01,NO,NO
YANTIL,ORIGINAL,GRUNENTHAL PHARMA S.A,TAPENTADOL,66.03,NO,NO
YANTIL,ORIGINAL,GRUNENTHAL PHARMA S.A,TAPENTADOL,169.17,NO,NO
BISOPROLOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,BISOPROLOL,2.4,SI,NO
BISOPROLOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,BISOPROLOL,2.5,SI,NO
LOBIVON,ORIGINAL,MENARINIS.A.,NEBIVOLOL,7.87,NO,NO
SILOSTAR,ORIGINAL,GUIDOTTI FARMA S.L.,NEBIVOLOL,7.87,NO,NO
BISOPROLOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,BISOPROLOL,3.06,SI,NO
ALOPURINOL,GENERICO,SUN PHARMA LABORATORIOS S.L,ALOPURINOL,3.12,SI,NO
ALOPURINOL,GENERICO,SUN PHARMA LABORATORIOS S.L,ALOPURINOL,1.67,SI,NO
NIFLACTOL,ORIGINAL,UPSA SAS,NIFLUMICO,3.39,NO,NO
BISOPROLOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,BISOPROLOL,2.36,SI,NO
BISOPROLOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,BISOPROLOL,3.28,SI,NO
BISOPROLOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,BISOPROLOL,6.56,SI,NO
YANTIL,ORIGINAL,GRUNENTHAL PHARMA S.A,TAPENTADOL,88.05,NO,NO
YANTIL,ORIGINAL,GRUNENTHAL PHARMA S.A,TAPENTADOL,44.02,NO,NO
OMEPRAZOL,ORIGINAL,AUROVITAS SPAIN S.A.U,OMEPRAZOL,4.15,NO,NO
OMEPRAZOL,GENERICO,ARISTO PHARMA IBERIA S.L.,OMEPRAZOL,2.42,NO,NO
OMEPRAZOL,GENERICO,ARISTO PHARMA IBERIA S.L.,OMEPRAZOL,4.15,NO,NO
OMEPRAZOL,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,OMEPRAZOL,2.42,NO,NO
OMEPRAZOL,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,OMEPRAZOL,4.15,NO,NO
NEOBRUFEN,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,IBUPROFENO,2.5,NO,NO
FLUVASTATINA,GENERICO,NORMON S.A.,FLUVASTATINA,19.98,SI,NO
ENALAPRIL/HIDROCLOROTIAZIDA,GENERICO,NORMON S.A.,HIDROCLOROTIAZIDAENALAPRIL,1.84,NO,NO
OXCARBAZEPINA,GENERICO,NORMON S.A.,OXCARBAZEPINA,44.12,NO,NO
OXCARBAZEPINA,GENERICO,NORMON S.A.,OXCARBAZEPINA,22.06,NO,NO
MINURIN,ORIGINAL,FERRING S.A.U,DESMOPRESINA,26.73,NO,NO
METFORMINA,GENERICO,COMBIX S.L.U,METFORMINA,1.94,NO,NO
QUINAPRIL/HIDROCLOROTIAZIDA,GENERICO,AUROVITAS SPAIN S.A.U,HIDROCLOROTIAZIDAQUINAPRIL,3.04,NO,NO
AMARYL,ORIGINAL,SANOFI AVENTIS S.A,GLIMEPIRIDA,20.36,NO,NO
AMARYL,ORIGINAL,SANOFI AVENTIS S.A,GLIMEPIRIDA,5.09,NO,NO
TELMISARTAN,GENERICO,NORMON S.A.,TELMISARTAN,9.99,NO,NO
OLMESARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,OLMESARTAN,5.04,NO,NO
OLMESARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,OLMESARTAN,20.17,NO,NO
TELMISARTAN,GENERICO,NORMON S.A.,TELMISARTAN,5.0,NO,NO
OLMESARTAN,GENERICO,SANDOZ FARMACEUTICA S.A,OLMESARTAN,10.08,NO,NO
TELMISARTAN,GENERICO,NORMON S.A.,TELMISARTAN,19.97,NO,NO
HIDROCLOROTIAZIDA,GENERICO,STADA S.L,HIDROCLOROTIAZIDA,2.34,SI,NO
AMARYL,ORIGINAL,SANOFI AVENTIS S.A,GLIMEPIRIDA,10.18,NO,NO
AMARYL,ORIGINAL,SANOFI AVENTIS S.A,GLIMEPIRIDA,2.54,NO,NO
CANDESARTAN/HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,CANDESARTAN,10.46,NO,NO
RABEPRAZOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,RABEPRAZOL,24.37,NO,NO
RABEPRAZOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,RABEPRAZOL,12.19,NO,NO
ATORVASTATINA,GENERICO,ALTER S.A.,ATORVASTATINA,32.72,NO,NO
CANDESARTAN,GENERICO,ALTER S.A.,CANDESARTAN,20.97,NO,NO
CANDESARTAN,GENERICO,ALTER S.A.,CANDESARTAN,10.49,NO,NO
BISOPROLOL,GENERICO,SANDOZ FARMACEUTICA S.A,BISOPROLOL,2.36,SI,NO
XELOR,ORIGINAL,MEIJI PHARMA SPAIN S.A.,LATANOPROST,2.5,NO,NO
CANDESARTAN,GENERICO,ALTER S.A.,CANDESARTAN,5.25,NO,NO
PRAMIPEXOL,GENERICO,KERN PHARMA S.L.,PRAMIPEXOL,98.83,NO,NO
LERCANIDIPINO,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,LERCANIDIPINO,6.24,NO,NO
PRAMIPEXOL,GENERICO,KERN PHARMA S.L.,PRAMIPEXOL,25.41,NO,NO
LERCANIDIPINO,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,LERCANIDIPINO,12.47,NO,NO
PROBIC,GENERICO,Q PHARMA S.L.,BICALUTAMIDA,127.09,NO,NO
REPAGLINIDA,GENERICO,STADA S.L,REPAGLINIDA,11.18,NO,NO
REPAGLINIDA,GENERICO,STADA S.L,REPAGLINIDA,2.79,NO,NO
REPAGLINIDA,GENERICO,STADA S.L,REPAGLINIDA,5.59,NO,NO
SOLARAZE,ORIGINAL,ALMIRALL S.A.,DICLOFENACO,47.05,NO,NO
RISPERIDONA,GENERICO,KRKA D.D. NOVO MESTO,RISPERIDONA,8.23,NO,NO
RISPERIDONA,ORIGINAL,KRKA D.D. NOVO MESTO,RISPERIDONA,16.44,NO,NO
RISPERIDONA,GENERICO,KRKA D.D. NOVO MESTO,RISPERIDONA,24.67,NO,NO
RISPERIDONA,GENERICO,KRKA D.D. NOVO MESTO,RISPERIDONA,49.31,NO,NO
DORZOLAMIDA,ORIGINAL,ARISTO PHARMA IBERIA S.L.,DORZOLAMIDA,5.12,SI,NO
TARKA,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,TRANDOLAPRILVERAPAMILO,22.25,NO,NO
ZOLADEX,ORIGINAL,ASTRAZENECA FARMACEUTICA SPAIN S.A,GOSERELINA,380.93,NO,NO
RULIDE,ORIGINAL,SANOFI AVENTIS S.A,ROXITROMICINA,6.88,NO,NO
LETROZOL,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,LETROZOL,92.1,NO,NO
AMLODIPINO,GENERICO,BLUEFISH PHARMA S.L.U,AMLODIPINO,2.5,SI,NO
ZYPREXA,ORIGINAL,LILLY S.A.,OLANZAPINA,52.89,NO,NO
IXIA,ORIGINAL,MENARINIS.A.,OLMESARTAN,20.18,NO,NO
ZYPREXA,ORIGINAL,LILLY S.A.,OLANZAPINA,79.33,NO,NO
ZYPREXA,ORIGINAL,LILLY S.A.,OLANZAPINA,26.44,NO,NO
FENOFIBRATO,GENERICO,TEVA PHARMA S.L.U,FENOFIBRATO,5.46,SI,NO
FFENOFIBRATO,GENERICO,TEVA PHARMA S.L.U,FENOFIBRATO,5.0,SI,NO
ALOPURINOL,GENERICO,RATIOPHARM ESPANA S.A.,ALOPURINOL,2.81,SI,NO
