NOMBRE DEL PRODUCTO FARMACEUTICO,TIPO DE FARMACO,NOMBRE DEL LABORATORIO OFERTANTE,ESTADO,PRINCIPIO ACTIVO O ASOCIACION DE PRINCIPIOS ACTIVOS,PRECIO VENTA CON IVA_EUROS,TRATAMIENTO DE LARGA DURACION,MEDICAMENTO HUERFANO
PRAVASTATINA,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALTA,PRAVASTATINA,8.15,SI,NO
LOSARTAN,GENERICO,ALTER S.A.,ALTA,LOSARTAN,8.34,SI,NO
PRAVASTATINA,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALTA,PRAVASTATINA,16.3,SI,NO
LOSARTAN,GENERICO,ALTER S.A.,ALTA,LOSARTAN,4.17,SI,NO
FLATORIL,ORIGINAL,ALMIRALL S.A.,BAJA GENERAL,SIMETICONACLEBOPRIDA,4.84,NO,NO
GLIMEPIRIDA,GENERICO,MABO-FARMA S.A.,ALTA,GLIMEPIRIDA,2.54,NO,NO
GLIMEPIRIDA,GENERICO,MABO-FARMA S.A.,ALTA,GLIMEPIRIDA,10.18,NO,NO
FLATORIL,ORIGINAL,CASEN RECORDATI S.L..,ALTA,SIMETICONACLEBOPRIDA,5.15,NO,NO
GLIMEPIRIDA,GENERICO,MABO-FARMA S.A.,ALTA,GLIMEPIRIDA,5.09,NO,NO
XARELTO,ORIGINAL,BAYER HISPANIA S.L,ALTA,RIVAROXABAN,30.29,NO,NO
XARELTO,ORIGINAL,BAYER HISPANIA S.L,ALTA,RIVAROXABAN,90.86,NO,NO
HEPARINA,ORIGINAL,VIATRIS  HEALTHCARE S.L.,BAJA GENERAL,HEPARINA,4.71,NO,NO
HEPARINA,ORIGINAL,VIATRIS  HEALTHCARE S.L.,BAJA GENERAL,HEPARINA,1.89,NO,NO
PROTAMINA,ORIGINAL,PFIZER S.L,BAJA POR NO COMERCIALIZAR,PROTAMINA,2.28,NO,NO
SUMIAL,ORIGINAL,ATNAHS PHARMA NETHERLANDS B.V.,ALTA,PROPRANOLOL,1.98,SI,NO
SUMIAL,ORIGINAL,ATNAHS PHARMA NETHERLANDS B.V.,ALTA,PROPRANOLOL,1.42,SI,NO
SINEMET,ORIGINAL,ORGANON SALUD S.L.,ALTA,CARBIDOPA,11.26,SI,NO
SINEMET,ORIGINAL,ORGANON SALUD S.L.,ALTA,CARBIDOPA,22.51,SI,NO
ASTONIN,ORIGINAL,LABORATORIOS ERN S.A.,ALTA,FLUDROCORTISONA,8.98,SI,NO
FORTECORTIN,ORIGINAL,LABORATORIOS ERN S.A.,ALTA,DEXAMETASONA,4.34,NO,NO
DROGLICAN,ORIGINAL,REIG JOFRE S.A.,ALTA,GLUCOSAMINA,17.8,NO,NO
BERIGLOBINA,ORIGINAL,CSL BEHRING S.A.,ALTA,INMUNOGLOBULINA,8.98,NO,NO
NALOXONA,ORIGINAL,KERN PHARMA S.L.,ALTA,NALOXONA,14.99,NO,NO
INEGY,ORIGINAL,ORGANON SALUD S.L.,ALTA,EZETIMIBASIMVASTATINA,32.72,NO,NO
VYTORIN,ORIGINAL,ORGANON SALUD S.L.,ALTA,EZETIMIBASIMVASTATINA,32.72,NO,NO
ETUMINA,ORIGINAL,JUVISE PHARMACEUTICALS,ALTA,CLOTIAPINA,3.89,NO,NO
VITAMINA,ORIGINAL,KERN PHARMA S.L.,ALTA,COLECALCIFEROL,3.12,NO,NO
CLOZABRAIN,ORIGINAL,FARMALIDER S.A.,SUSPENSION TEMPORAL GENERAL,CLOZAPINA,7.09,NO,NO
ADVENTAN,ORIGINAL,LEO PHARMA S.A.,ALTA,METILPREDNISOLONA,10.44,NO,NO
TARGIN,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,ALTA,OXICODONA,50.77,NO,NO
BENERVA,ORIGINAL,TEOFARMA S.R.L,ALTA,TIAMINA,3.51,NO,NO
BENERVA,ORIGINAL,TEOFARMA S.R.L,ALTA,TIAMINA,6.35,NO,NO
BENADON,ORIGINAL,TEOFARMA S.R.L,ALTA,PIRIDOXINA,6.29,NO,NO
EPHYNAL,ORIGINAL,BAYER HISPANIA S.L,BAJA GENERAL,TODO-RAC-ALFA-TOCOFERILO,5.07,NO,NO
ASCORBICO,ORIGINAL,BAYER HISPANIA S.L,ALTA,ASCORBICO,6.4,NO,NO
URAPLEX,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,TROSPIO,10.71,NO,NO
PRADAXA,ORIGINAL,BOEHRINGER INGELHEIM ESPANA S.A.,ALTA,DABIGATRAN,24.99,NO,NO
PRADAXA,ORIGINAL,BOEHRINGER INGELHEIM ESPANA S.A.,ALTA,DABIGATRAN,49.97,NO,NO
PRADAXA,ORIGINAL,BOEHRINGER INGELHEIM ESPANA S.A.,ALTA,DABIGATRAN,7.51,NO,NO
PRADAXA,ORIGINAL,BOEHRINGER INGELHEIM ESPANA S.A.,ALTA,DABIGATRAN,22.54,NO,NO
PRADAXA,ORIGINAL,BOEHRINGER INGELHEIM ESPANA S.A.,ALTA,DABIGATRAN,45.08,NO,NO
ELIQUIS,ORIGINAL,BRISTOL-MYERS SQUIBB S.A,ALTA,APIXABAN,27.32,NO,NO
ELIQUIS,ORIGINAL,BRISTOL-MYERS SQUIBB S.A,ALTA,APIXABAN,81.96,NO,NO
LUMINAL,ORIGINAL,KERN PHARMA S.L.,ALTA,FENOBARBITAL,10.6,NO,NO
TRANXILIUM,ORIGINAL,SANOFI AVENTIS S.A,BAJA GENERAL,CLORAZEPATO,2.26,NO,NO
INSTANYL,ORIGINAL,TAKEDA FARMACEUTICA ESPANA S.A,BAJA POR NO COMERCIALIZAR,FENTANILO,12.61,NO,NO
INSTANYL,ORIGINAL,TAKEDA FARMACEUTICA ESPANA S.A,ALTA,FENTANILO,91.32,NO,NO
INSTANYL,ORIGINAL,TAKEDA FARMACEUTICA ESPANA S.A,ALTA,FENTANILO,296.31,NO,NO
INSTANYL,ORIGINAL,TAKEDA FARMACEUTICA ESPANA S.A,BAJA POR NO COMERCIALIZAR,FENTANILO,25.23,NO,NO
INSTANYL,ORIGINAL,TAKEDA FARMACEUTICA ESPANA S.A,BAJA POR NO COMERCIALIZAR,FENTANILO,6.31,NO,NO
MINOCIN,ORIGINAL,TEOFARMA S.R.L,ALTA,MINOCICLINA,5.48,NO,NO
GOBEMICINA,ORIGINAL,NORMON S.A.,ALTA,AMPICILINA,0.76,NO,NO
GOBEMICINA,ORIGINAL,NORMON S.A.,ALTA,AMPICILINA,1.09,NO,NO
GOBEMICINA,ORIGINAL,NORMON S.A.,ALTA,AMPICILINA,0.98,NO,NO
EMOVATE,ORIGINAL,NUTRICION MEDICA S.L.,BAJA GENERAL,CLOBETASONA,3.97,NO,NO
COLIROFTA,ORIGINAL,ALCON HEALTHCARE S.A,ALTA,CICLOPENTOLATO,4.57,NO,NO
COLIROFTA,ORIGINAL,ALCON HEALTHCARE S.A,ALTA,ATROPINA,5.1,NO,NO
COLIROFTA,ORIGINAL,ALCON HEALTHCARE S.A,ALTA,ATROPINA,5.39,NO,NO
DIGOXINA,ORIGINAL,TEOFARMA S.R.L,ALTA,DIGOXINA,2.5,SI,NO
BENADON,ORIGINAL,TEOFARMA S.R.L,ALTA,PIRIDOXINA,6.46,NO,NO
SPIRIVA,ORIGINAL,BOEHRINGER INGELHEIM ESPANA S.A.,ALTA,TIOTROPIO,39.25,NO,NO
STRATTERA,ORIGINAL,IRISFARMA S.A.,SUSPENSION TEMPORAL GENERAL,ATOMOXETINA,6.2,NO,NO
STRATTERA,ORIGINAL,IRISFARMA S.A.,SUSPENSION TEMPORAL GENERAL,ATOMOXETINA,24.77,NO,NO
STRATTERA,ORIGINAL,IRISFARMA S.A.,SUSPENSION TEMPORAL GENERAL,ATOMOXETINA,11.15,NO,NO
STRATTERA,ORIGINAL,IRISFARMA S.A.,SUSPENSION TEMPORAL GENERAL,ATOMOXETINA,44.58,NO,NO
STRATTERA,ORIGINAL,IRISFARMA S.A.,SUSPENSION TEMPORAL GENERAL,ATOMOXETINA,15.49,NO,NO
STRATTERA,ORIGINAL,IRISFARMA S.A.,SUSPENSION TEMPORAL GENERAL,ATOMOXETINA,61.93,NO,NO
STRATTERA,ORIGINAL,IRISFARMA S.A.,SUSPENSION TEMPORAL GENERAL,ATOMOXETINA,7.29,NO,NO
STRATTERA,ORIGINAL,IRISFARMA S.A.,SUSPENSION TEMPORAL GENERAL,ATOMOXETINA,29.15,NO,NO
STRATTERA,ORIGINAL,IRISFARMA S.A.,SUSPENSION TEMPORAL GENERAL,ATOMOXETINA,43.71,NO,NO
CAPENON,ORIGINAL,DAIICHI SANKYO ESPANA S.A.,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,22.62,NO,NO
SEVIKAR,ORIGINAL,DAIICHI SANKYO ESPANA S.A.,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,22.62,NO,NO
SEVIKAR,ORIGINAL,DAIICHI SANKYO ESPANA S.A.,ALTA,HIDROCLOROTIAZIDAOLMESARTAN,22.62,NO,NO
BALZAK,ORIGINAL,MENARINIS.A.,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,22.62,NO,NO
BALZAK,ORIGINAL,MENARINIS.A.,ALTA,OLMESARTAN,22.62,NO,NO
EXFORGE,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,ALTA,VALSARTANAMLODIPINO,13.27,NO,NO
EXFORGE,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,ALTA,AMLODIPINO,13.27,NO,NO
EXFORGE,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,14.11,NO,NO
EXFORGE,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,13.27,NO,NO
EXFORGE,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,ALTA,AMLODIPINO,14.11,NO,NO
DAFIRO,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,ALTA,AMLODIPINO,13.27,NO,NO
DAFIRO,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,ALTA,VALSARTANHIDROCLOROTIAZIDAAMLODIPINO,14.11,NO,NO
DAFIRO,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,ALTA,AMLODIPINO,14.11,NO,NO
DAFIRO,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,ALTA,VALSARTANAMLODIPINO,13.27,NO,NO
DAFIRO,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,13.27,NO,NO
COPALIA,ORIGINAL,VIFOR  PHARMA ESPANA S.L,ALTA,AMLODIPINO,13.27,NO,NO
FLUCONAZOL,ORIGINAL,KERN PHARMA S.L.,ALTA,FLUCONAZOL,12.86,NO,NO
LOITIN,ORIGINAL,NEURAXPHARM SPAIN S.L.U,BAJA POR NO COMERCIALIZAR,FLUCONAZOL,12.86,NO,NO
MENADERM,ORIGINAL,MENARINIS.A.,ALTA,BECLOMETASONA,2.95,NO,NO
ALPRAZOLAM,GENERICO,STADA S.L,ALTA,ALPRAZOLAM,4.84,NO,NO
VOLTAREN,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,ALTA,DICLOFENACO,2.5,NO,NO
ALPRAZOLAM,GENERICO,STADA S.L,ALTA,ALPRAZOLAM,8.07,NO,NO
ALPRAZOLAM,GENERICO,STADA S.L,ALTA,ALPRAZOLAM,2.5,NO,NO
ALPRAZOLAM,GENERICO,STADA S.L,ALTA,ALPRAZOLAM,2.11,NO,NO
ALPRAZOLAM,GENERICO,STADA S.L,ALTA,ALPRAZOLAM,1.64,NO,NO
MASTICAL,ORIGINAL,RUBIO S.A.,ALTA,CALCIO,4.12,NO,NO
GLIMEPIRIDA,GENERICO,MABO-FARMA S.A.,ALTA,GLIMEPIRIDA,20.36,NO,NO
PARACETAMOL,GENERICO,CINFA S.A.,ALTA,PARACETAMOL,1.9,NO,NO
PARACETAMOL,GENERICO,CINFA S.A.,ALTA,PARACETAMOL,2.5,NO,NO
GABAPENTINA,GENERICO,CINFA S.A.,ALTA,GABAPENTINA,4.11,SI,NO
GABAPENTINA,GENERICO,CINFA S.A.,ALTA,GABAPENTINA,12.3,SI,NO
GABAPENTINA,GENERICO,CINFA S.A.,ALTA,GABAPENTINA,3.08,SI,NO
GABAPENTINA,GENERICO,CINFA S.A.,ALTA,GABAPENTINA,9.23,SI,NO
DOXAZOSINA,GENERICO,STADA S.L,ALTA,DOXAZOSINA,7.27,SI,NO
ARIXTRA,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,FONDAPARINUX,36.92,NO,NO
SIMVASTATINA,GENERICO,FARMALIDER S.A.,ALTA,SIMVASTATINA,2.5,SI,NO
SIMVASTATINA,GENERICO,FARMALIDER S.A.,ALTA,SIMVASTATINA,2.11,SI,NO
AMLODIPINO,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,AMLODIPINO,1.25,SI,NO
AMLODIPINO,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,AMLODIPINO,2.5,SI,NO
PARACETAMOL,GENERICO,KERN PHARMA S.L.,ALTA,PARACETAMOL,1.31,NO,NO
PAROXETINA,GENERICO,ARAFARMA GROUP S.A,BAJA GENERAL,PAROXETINA,3.04,NO,NO
PAROXETINA,GENERICO,ARAFARMA GROUP S.A,BAJA GENERAL,PAROXETINA,6.09,NO,NO
PAROXETINA,GENERICO,ARAFARMA GROUP S.A,BAJA GENERAL,PAROXETINA,12.18,NO,NO
SUTRIL,ORIGINAL,FERRER INTERNACIONAL S.A.,BAJA GENERAL,TORASEMIDA,2.65,SI,NO
SUTRIL,ORIGINAL,FERRER INTERNACIONAL S.A.,BAJA GENERAL,TORASEMIDA,5.29,SI,NO
GLUCOSAMINA,GENERICO,NORMON S.A.,ALTA,GLUCOSAMINA,4.09,NO,NO
GLUCOSAMINA,GENERICO,NORMON S.A.,ALTA,GLUCOSAMINA,6.14,NO,NO
IDEOS,ORIGINAL,THERAMEX  IRELAND LIMITED,ALTA,COLECALCIFEROLCALCIO,7.93,NO,NO
CALMAPRIDE,GENERICO,ARAFARMA GROUP S.A,BAJA GENERAL,RISPERIDONA,8.23,NO,NO
CALMAPRIDE,GENERICO,ARAFARMA GROUP S.A,BAJA GENERAL,RISPERIDONA,24.67,NO,NO
CALMAPRIDE,GENERICO,ARAFARMA GROUP S.A,BAJA GENERAL,RISPERIDONA,2.75,NO,NO
NATECAL,ORIGINAL,ITALFARMACO S.A.,ALTA,CALCIO,7.21,NO,NO
JURNISTA,ORIGINAL,JANSSEN CILAG S.A.,BAJA GENERAL,HIDROMORFONA,32.38,NO,NO
JURNISTA,ORIGINAL,JANSSEN CILAG S.A.,BAJA GENERAL,HIDROMORFONA,64.75,NO,NO
JURNISTA,ORIGINAL,JANSSEN CILAG S.A.,BAJA GENERAL,HIDROMORFONA,129.49,NO,NO
ZEMPLAR,ORIGINAL,ABBVIE SPAIN S.L.U.,ALTA,PARICALCITOL,80.11,NO,NO
ACECLOFENACO,GENERICO,LABORATORIOS ALMIRALL S.L,BAJA POR NO COMERCIALIZAR,ACECLOFENACO,2.83,NO,NO
ACECLOFENACO,GENERICO,LABORATORIOS ALMIRALL S.L,BAJA POR NO COMERCIALIZAR,ACECLOFENACO,5.65,NO,NO
COAPROVEL,ORIGINAL,SANOFI AVENTIS S.A,ALTA,HIDROCLOROTIAZIDAIRBESARTAN,19.29,NO,NO
KARVEZIDE,ORIGINAL,SANOFI AVENTIS S.A,ALTA,HIDROCLOROTIAZIDAIRBESARTAN,19.29,NO,NO
FINASTERIDA,GENERICO,FARMALIDER S.A.,ALTA,FINASTERIDA,9.1,NO,NO
LEVEMIR,ORIGINAL,NOVO NORDISK PHARMA S.A.,ALTA,INSULINA,78.52,SI,NO
LAMOTRIGINA,GENERICO,STADA S.L,ALTA,LAMOTRIGINA,13.18,SI,NO
LAMOTRIGINA,GENERICO,STADA S.L,ALTA,LAMOTRIGINA,26.35,SI,NO
LAMOTRIGINA,GENERICO,STADA S.L,ALTA,LAMOTRIGINA,6.59,SI,NO
LAMOTRIGINA,GENERICO,STADA S.L,ALTA,LAMOTRIGINA,28.24,SI,NO
CETIRIZINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,CETIRIZINA,3.12,NO,NO
PAROXETINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,PAROXETINA,3.04,NO,NO
PAROXETINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,PAROXETINA,6.09,NO,NO
PAROXETINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,PAROXETINA,12.18,NO,NO
BICALUTAMIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,BICALUTAMIDA,42.37,NO,NO
GABAPENTINA,GENERICO,KORHISPANA S.L,ALTA,GABAPENTINA,9.23,SI,NO
KONAKION,ORIGINAL,RUBIO S.A.,ALTA,FITOMENADIONA,12.49,NO,NO
GABAPENTINA,GENERICO,KORHISPANA S.L,ALTA,GABAPENTINA,12.3,SI,NO
FORMATRIS,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,FORMOTEROL,22.9,SI,NO
FORMATRIS,ORIGINAL,MEDA PHARMA S.L,BAJA GENERAL,FORMOTEROL,11.72,SI,NO
ALGI-MABO,ORIGINAL,MABO-FARMA S.A.,ALTA,METAMIZOL,2.5,NO,NO
PARACETAMOL,GENERICO,CINFA S.A.,ALTA,PARACETAMOL,0.86,NO,NO
PARACETAMOL,GENERICO,CINFA S.A.,ALTA,PARACETAMOL,1.31,NO,NO
PANTOPRAZOL,GENERICO,CASEN RECORDATI S.L..,ALTA,PANTOPRAZOL,17.48,NO,NO
PANTOPRAZOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,BAJA GENERAL,PANTOPRAZOL,17.48,NO,NO
PANTOPRAZOL,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,PANTOPRAZOL,8.74,NO,NO
PANTOPRAZOL,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,PANTOPRAZOL,17.48,NO,NO
PANTOPRAZOL,GENERICO,MEDA PHARMA S.L,BAJA GENERAL,PANTOPRAZOL,8.74,NO,NO
PANTOPRAZOL,GENERICO,CINFA S.A.,ALTA,PANTOPRAZOL,8.74,NO,NO
PANTOPRAZOL,GENERICO,CINFA S.A.,ALTA,PANTOPRAZOL,17.48,NO,NO
FUROSEMIDA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,FUROSEMIDA,2.25,SI,NO
FUROSEMIDA,GENERICO,BEXAL FARMACEUTICA S.A.,BAJA GENERAL,FUROSEMIDA,2.25,SI,NO
PROBIC,ORIGINAL,Q PHARMA S.L.,ALTA,BICALUTAMIDA,42.37,NO,NO
ABILIFY,ORIGINAL,OTSUKA PHARMACEUTICAL S.A.,ALTA,ARIPIPRAZOL,5.76,NO,NO
CHAMPIX,ORIGINAL,PFIZER S.L,BAJA POR NO COMERCIALIZAR,VARENICLINA,135.0,NO,NO
PLANTAGO,ORIGINAL,CINFA S.A.,ALTA,PLANTAGO,4.68,NO,NO
TRIFLUSAL,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,TRIFLUSAL,9.21,SI,NO
FLUOXETINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,FLUOXETINA,2.5,NO,NO
METAMIZOL,GENERICO,STADA S.L,ALTA,METAMIZOL,2.26,NO,NO
REVIA,ORIGINAL,BRISTOL-MYERS SQUIBB S.A,BAJA GENERAL,NALTREXONA,21.18,NO,NO
EBASTINA,GENERICO,STADA S.L,ALTA,EBASTINA,4.4,NO,NO
EBASTINA,GENERICO,STADA S.L,ALTA,EBASTINA,8.79,NO,NO
TRAMADOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,SUSPENSION TEMPORAL GENERAL,TRAMADOL,3.26,NO,NO
GLUCOSAMINA,GENERICO,CINFA S.A.,ALTA,GLUCOSAMINA,4.09,NO,NO
GLUCOSAMINA,GENERICO,CINFA S.A.,ALTA,GLUCOSAMINA,6.14,NO,NO
GLUCOSAMINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,GLUCOSAMINA,6.14,NO,NO
XUMADOL,GENERICO,ITALFARMACO S.A.,ALTA,PARACETAMOL,1.9,NO,NO
XUMADOL,GENERICO,ITALFARMACO S.A.,ALTA,PARACETAMOL,2.5,NO,NO
LANSOPRAZOL,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALTA,LANSOPRAZOL,7.96,NO,NO
LANSOPRAZOL,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALTA,LANSOPRAZOL,15.92,NO,NO
METAMIZOL,GENERICO,CINFA S.A.,ALTA,METAMIZOL,1.56,NO,NO
METAMIZOL,GENERICO,CINFA S.A.,ALTA,METAMIZOL,2.26,NO,NO
METAMIZOL,GENERICO,ALTER S.A.,ALTA,METAMIZOL,1.56,NO,NO
METAMIZOL,GENERICO,ALTER S.A.,ALTA,METAMIZOL,2.26,NO,NO
ALENDRONICO,GENERICO,TEVA PHARMA S.L.U,ALTA,ALENDRONICO,9.99,NO,NO
ARAPRIDE,GENERICO,ARAFARMA GROUP S.A,BAJA POR NO COMERCIALIZAR,OMEPRAZOL,2.42,NO,NO
BICALUTAMIDA,GENERICO,NORMON S.A.,BAJA GENERAL,BICALUTAMIDA,42.37,NO,NO
DOMPERIDONA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,DOMPERIDONA,2.28,NO,NO
ALENDRONICO,GENERICO,MABO-FARMA S.A.,ALTA,ALENDRONICO,9.99,NO,NO
TERBINAFINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,TERBINAFINA,8.09,NO,NO
TERBINAFINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,TERBINAFINA,16.17,NO,NO
DOLINTOL,ORIGINAL,ABABOR PHARMACEUTICALS S.L.,ALTA,OMEPRAZOL,2.5,NO,NO
DOLINTOL,ORIGINAL,ABABOR PHARMACEUTICALS S.L.,ALTA,OMEPRAZOL,4.15,NO,NO
CETIRIZINA,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,CETIRIZINA,3.12,NO,NO
DISGREN,ORIGINAL,LABORATORIOS ERN S.A.,ALTA,TRIFLUSAL,11.05,SI,NO
METAMIZOL,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,METAMIZOL,1.56,NO,NO
METAMIZOL,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,METAMIZOL,2.26,NO,NO
LOSARTAN,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,LOSARTAN,1.97,NO,NO
LOSARTAN,ORIGINAL,TOWA PHARMACEUTICAL S.A.,ALTA,LOSARTAN,2.5,SI,NO
LOSARTAN,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,LOSARTAN,4.17,SI,NO
LOSARTAN,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,LOSARTAN,8.34,SI,NO
CICLOCHEM,ORIGINAL,FERRER INTERNACIONAL S.A.,ALTA,CICLOPIROX,12.57,NO,NO
PENCIAL,ORIGINAL,BIOWISE PHARMACEUTICALS S.L,ALTA,BICALUTAMIDA,42.37,NO,NO
ISCOVER,ORIGINAL,SANOFI AVENTIS S.A,ALTA,CLOPIDOGREL,16.81,NO,NO
METFORMINA,GENERICO,CINFA S.A.,ALTA,METFORMINA,1.94,NO,NO
FINASTERIDE,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,FINASTERIDA,9.1,NO,NO
SERTRALINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,SERTRALINA,5.84,NO,NO
SERTRALINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,SERTRALINA,11.66,NO,NO
NITROPLAST,ORIGINAL,LACERS.A.,ALTA,NITROGLICERINA,23.14,SI,NO
TERBINAFINA,GENERICO,NORMON S.A.,ALTA,TERBINAFINA,8.09,NO,NO
TERBINAFINA,GENERICO,NORMON S.A.,ALTA,TERBINAFINA,16.17,NO,NO
TRIFLUSAL,GENERICO,CINFA S.A.,ALTA,TRIFLUSAL,9.21,SI,NO
EBASTINA,GENERICO,TEVA PHARMA S.L.U,BAJA GENERAL,EBASTINA,4.4,NO,NO
EBASTINA,GENERICO,TEVA PHARMA S.L.U,BAJA GENERAL,EBASTINA,8.79,NO,NO
ONDANSETRON,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,ONDANSETRON,66.63,NO,NO
ARICEPT,ORIGINAL,EISAI FARMACEUTICA S.A.,ALTA,DONEPEZILO,32.58,NO,NO
ARICEPT,ORIGINAL,EISAI FARMACEUTICA S.A.,ALTA,DONEPEZILO,65.16,NO,NO
ONDANSETRON,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,ONDANSETRON,33.31,NO,NO
METAMIZOL,GENERICO,KERN PHARMA S.L.,ALTA,METAMIZOL,2.26,NO,NO
GRANISETRON,GENERICO,ALTAN PHARMACEUTICALS S.A,BAJA POR NO COMERCIALIZAR,GRANISETRON,47.99,NO,NO
TRIMETAZIDINA,GENERICO,CINFA S.A.,ALTA,TRIMETAZIDINA,3.7,NO,NO
ATENOLOL,GENERICO,TARBIS FARMA S.L.,BAJA POR NO COMERCIALIZAR,ATENOLOL,2.5,SI,NO
CITALOPRAM,GENERICO,AMNEAL PHARMA SPAIN S.L.,BAJA GENERAL,CITALOPRAM,5.12,NO,NO
ENALAPRIL,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALTA,ENALAPRIL,1.61,SI,NO
CORDIPLAST,ORIGINAL,NORGINE DE ESPANA S.L.U,ALTA,NITROGLICERINA,7.71,SI,NO
CORDIPLAST,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,BAJA GENERAL,NITROGLICERINA,23.14,SI,NO
BARNIX,ORIGINAL,LABORATORIOS BIAL S.A.,ALTA,BARNIDIPINO,46.02,NO,NO
BARNIX,ORIGINAL,LABORATORIOS BIAL S.A.,ALTA,BARNIDIPINO,25.18,NO,NO
BARNIX,ORIGINAL,LABORATORIOS BIAL S.A.,ALTA,BARNIDIPINO,28.79,NO,NO
BARNIX,ORIGINAL,LABORATORIOS BIAL S.A.,ALTA,BARNIDIPINO,15.72,NO,NO
GABAPENTINA,GENERICO,TEVA PHARMA S.L.U,ALTA,GABAPENTINA,24.6,SI,NO
ARCOXIA,ORIGINAL,ORGANON SALUD S.L.,ALTA,ETORICOXIB,10.74,NO,NO
ARCOXIA,ORIGINAL,ORGANON SALUD S.L.,ALTA,ETORICOXIB,16.11,NO,NO
ARCOXIA,ORIGINAL,ORGANON SALUD S.L.,ALTA,ETORICOXIB,5.37,NO,NO
TETRACICLINA,ORIGINAL,ITALFARMACO S.A.,BAJA POR NO COMERCIALIZAR,TETRACICLINA,2.5,NO,NO
ARKETIN,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,RISPERIDONA,24.67,NO,NO
ARKETIN,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,RISPERIDONA,49.31,NO,NO
ARKETIN,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,RISPERIDONA,8.23,NO,NO
ARKETIN,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,RISPERIDONA,2.75,NO,NO
