ATC,Descripción Principio Activo,Forma Farmacéutica,Nombre Genérico,detalles del producto,Presentación,Tamaño de Caja o presentación,Fabricante,Precio máximo de venta transacción final comercial
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 10mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 160mg/1U,Sólido,Oral x 7,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 10mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 320mg/1U,Sólido,Oral x 7,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 10mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 320mg/1U,Sólido,Oral x 14,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 10mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 320mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 10mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 320mg/1U,Sólido,Oral x 7,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 10mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 320mg/1U,Sólido,Oral x 14,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 10mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 320mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,"Amlodipino 5mg/1U  + Hidroclorotiazida 12,5mg/1U  + Valsartan 160mg/1U",Sólido,Oral x 7,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,"Amlodipino 5mg/1U  + Hidroclorotiazida 12,5mg/1U  + Valsartan 160mg/1U",Sólido,Oral x 14,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,"Amlodipino 5mg/1U  + Hidroclorotiazida 12,5mg/1U  + Valsartan 160mg/1U",Sólido,Oral x 28,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 5mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 160mg/1U,Sólido,Oral x 7,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 5mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 160mg/1U,Sólido,Oral x 14,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 5mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 160mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 5mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 160mg/1U,Sólido,Oral x 7,NOVARTIS,No regulado
C09DX01,Valsartan + Amlodipino + Hidroclorotiazida,Sólido - Oral,EXFORGE,Amlodipino 5mg/1U  + Hidroclorotiazida 25mg/1U  + Valsartan 160mg/1U,Sólido,Oral x 14,NOVARTIS,No regulado
L01XX52,Venetoclax,Sólido - Oral,VENCLEXTA,Venetoclax 50mg/1U,Sólido,Oral x 7,ABBOTT  / ABBVIE,No regulado
L01XX52,Venetoclax,Sólido - Oral,VENCLEXTA,Venetoclax 100mg/1U,Sólido,Oral x 120,ABBOTT  / ABBVIE,No regulado
C08DA01,Verapamilo,Sólido - Oral,VERAPAMILO,Verapamilo 80mg/1U,Sólido,Oral x 50,TECNOQUIMICAS,No regulado
C08DA01,Verapamilo,Sólido - Oral,VERAPAMILO,Verapamilo 80mg/1U,Sólido,Oral x 10,TECNOQUIMICAS,No regulado
C08DA01,Verapamilo,Sólido - Oral,VERAPAMILO,Verapamilo 80mg/1U,Sólido,Oral x 20,TECNOQUIMICAS,No regulado
C08DA01,Verapamilo,Sólido - Oral,VERAPAMILO,Verapamilo 80mg/1U,Sólido,Oral x 30,TECNOQUIMICAS,No regulado
C08DA01,Verapamilo,Sólido - Oral,VERAPAMILO,Verapamilo 80mg/1U,Sólido,Oral x 20,LA SANTE,No regulado
C08DA01,Verapamilo,Sólido - Oral,VERAPAMILO,Verapamilo 80mg/1U,Sólido,Oral x 30,LA SANTE,No regulado
C08DA01,Verapamilo,Sólido - Oral,VERAPAMILO,Verapamilo 120mg/1U,Sólido,Oral x 10,LA SANTE,No regulado
C08DA01,Verapamilo,Sólido - Oral de liberación modificada,ISOPTIN,Verapamilo 240mg/1U,Sólido,Oral de liberación modificada x 10,LAFRANCOL,No regulado
C08DA01,Verapamilo,Sólido - Oral de liberación modificada,ISOPTIN,Verapamilo 240mg/1U,Sólido,Oral de liberación modificada x 20,LAFRANCOL,No regulado
C08DA01,Verapamilo,Sólido - Oral de liberación modificada,ISOPTIN,Verapamilo 240mg/1U,Sólido,Oral de liberación modificada x 5,LAFRANCOL,No regulado
C08DA01,Verapamilo,Sólido - Oral de liberación modificada,ISOPTIN,Verapamilo 240mg/1U,Sólido,Oral de liberación modificada x 14,LAFRANCOL,No regulado
C08DA01,Verapamilo,Sólido - Oral de liberación modificada,ISOPTIN,Verapamilo 240mg/1U,Sólido,Oral de liberación modificada x 30,LAFRANCOL,No regulado
C08DA01,Verapamilo,Sólido - Oral de liberación modificada,ISOPTIN,Verapamilo 120mg/1U,Sólido,Oral de liberación modificada x 250,LAFRANCOL,No regulado
C08DA01,Verapamilo,Sólido - Oral de liberación modificada,ISOPTIN,Verapamilo 120mg/1U,Sólido,Oral de liberación modificada x 30,LAFRANCOL,No regulado
C08DA01,Verapamilo,Sólido - Oral de liberación modificada,ISOPTIN,Verapamilo 120mg/1U,Sólido,Oral de liberación modificada x 10,LAFRANCOL,No regulado
C08DA01,Verapamilo,Sólido - Oral de liberación modificada,ISOPTIN,Verapamilo 120mg/1U,Sólido,Oral de liberación modificada x 30,LAFRANCOL,No regulado
C08DA01,Verapamilo,Sólido - Oral de liberación modificada,ISOPTIN,Verapamilo 120mg/1U,Sólido,Oral de liberación modificada x 50,LAFRANCOL,No regulado
L01CA04,Vinorelbina,Líquido/Sólido - Inyectable,VINORELBINA,Vinorelbina 50mg/5ml (10mg/1ml),Líquido/Sólido,Inyectable x 1,BLAU,No regulado
L01CA04,Vinorelbina,Líquido/Sólido - Inyectable,VINORELBINA,Vinorelbina 50mg/5ml (10mg/1ml),Líquido/Sólido,Inyectable x 10,BLAU,No regulado
B05BA10,Vitamina A + Vitamina D2 + Vitamina E + Vitamina K1,LíqUIdo/Sólido - Inyectable,VITALIPID,"Vitamina K1 200µg/10ml (20µg/1ml) + Vitamina A 2300UI/10ml (230UI/1ml) + Vitamina D2 400UI/10ml (40UI/1ml) + Vitamina E 7UI/10ml (0,7UI/1ml)",LíqUIdo/Sólido,Inyectable x 1,FRESENUIS,No regulado
B05BA10,Vitamina A + Vitamina D2 + Vitamina E + Vitamina K1,LíqUIdo/Sólido - Inyectable,VITALIPID,Vitamina K1 150µg/10ml (15µg/1ml) + Vitamina E 10UI/10ml (1UI/1ml) + Vitamina A 3300UI/10ml (330UI/1ml) + Vitamina D2 200UI/10ml (20UI/1ml),LíqUIdo/Sólido,Inyectable x 20,FRESENUIS,No regulado
B05BA10,Vitamina A + Vitamina D2 + Vitamina E + Vitamina K1,LíqUIdo/Sólido - Inyectable,VITALIPID,Vitamina K1 150µg/10ml (15µg/1ml) + Vitamina E 10UI/10ml (1UI/1ml) + Vitamina A 3300UI/10ml (330UI/1ml) + Vitamina D2 200UI/10ml (20UI/1ml),LíqUIdo/Sólido,Inyectable x 1,FRESENUIS,No regulado
B05BA10,Vitamina A + Vitamina D2 + Vitamina E + Vitamina K1,LíqUIdo/Sólido - Inyectable,VITALIPID,Vitamina K1 150µg/10ml (15µg/1ml) + Vitamina E 10UI/10ml (1UI/1ml) + Vitamina A 3300UI/10ml (330UI/1ml) + Vitamina D2 200UI/10ml (20UI/1ml),LíqUIdo/Sólido,Inyectable x 20,FRESENUIS,No regulado
A16AB02,Imiglucerasa,LíqUIdo/Sólido - Inyectable,BANTACE,Imiglucerasa 200UI/1U,LíqUIdo/Sólido,Inyectable x 1,ISU,No regulado
A16AB02,Imiglucerasa,LíqUIdo/Sólido - Inyectable,BANTACE,Imiglucerasa 400UI/1U,LíqUIdo/Sólido,Inyectable x 1,ISU,No regulado
A16AB02,Imiglucerasa,LíqUIdo/Sólido - Inyectable,CEREZYME,Imiglucerasa 400UI/1U,LíqUIdo/Sólido,Inyectable x 1,GENZYME,No regulado
B01AC11,Iloprost,Líquido - Inhalatoria,VENTAVIS,"Iloprost 0,02mg/1ml (0,002g/100ml)",Líquido,Inhalatoria x 168,BAYER,No regulado
B01AC11,Iloprost,Líquido - Inhalatoria,VENTAVIS,"Iloprost 0,02mg/1ml (0,002g/100ml)",Líquido,Inhalatoria x 42,BAYER,No regulado
B01AC11,Iloprost,Líquido - Inhalatoria,VENTAVIS,"Iloprost 0,02mg/1ml (0,002g/100ml)",Líquido,Inhalatoria x 30,BAYER,No regulado
B01AC11,Iloprost,Líquido - Inhalatoria,VENTAVIS,"Iloprost 0,02mg/1ml (0,002g/100ml)",Líquido,Inhalatoria x 30,BAYER,No regulado
B02BD03,Factor VIII Inhibidor Activado Por Bypass,LíqUIdo/Sólido - Inyectable,FEIBA,Factor VIII 500UI/10ml (50UI/1ml),LíqUIdo/Sólido,Inyectable x 1,BAXTER,No regulado
B02BD05/B02BD08,Coagulacion Factor VII Recombinante,Líquido/Sólido - Inyectable,NOVOSEVEN RT,Factor Viii De Coagulacion RT  50 KUI/1U,Líquido/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
B02BD05/B02BD08,Coagulacion Factor VII Recombinante,Líquido/Sólido - Inyectable,NOVOSEVEN RT,Factor Viii De Coagulacion RT 100KUI/100 KUI,Líquido/Sólido,Inyectable x 1,NOVO NORDISK,No regulado
C02KX02,Ambrisentan,Sólido - Oral,PULLMOVRIS,Ambrisentan 10mg/1U,Sólido,Oral x 120,THE LABS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,PULLMOVRIS,Ambrisentan 10mg/1U,Sólido,Oral x 90,THE LABS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,PULLMOVRIS,Ambrisentan 10mg/1U,Sólido,Oral x 60,THE LABS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,PULLMOVRIS,Ambrisentan 10mg/1U,Sólido,Oral x 30,THE LABS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,PULLMOVRIS,Ambrisentan 5mg/1U,Sólido,Oral x 120,THE LABS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,PULLMOVRIS,Ambrisentan 5mg/1U,Sólido,Oral x 90,THE LABS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,PULLMOVRIS,Ambrisentan 5mg/1U,Sólido,Oral x 60,THE LABS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,PULLMOVRIS,Ambrisentan 5mg/1U,Sólido,Oral x 30,THE LABS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,AMBRISENTAN,Ambrisentan 5mg/1U,Sólido,Oral x 90,TECNOQUIMICAS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,AMBRISENTAN,Ambrisentan 5mg/1U,Sólido,Oral x 30,TECNOQUIMICAS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,AMBRISENTAN,Ambrisentan 5mg/1U,Sólido,Oral x 20,TECNOQUIMICAS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,AMBRISENTAN,Ambrisentan 5mg/1U,Sólido,Oral x 10,TECNOQUIMICAS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,AMBRISENTAN,Ambrisentan 10mg/1U,Sólido,Oral x 90,TECNOQUIMICAS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,AMBRISENTAN,Ambrisentan 10mg/1U,Sólido,Oral x 30,TECNOQUIMICAS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,AMBRISENTAN,Ambrisentan 10mg/1U,Sólido,Oral x 20,TECNOQUIMICAS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,AMBRISENTAN,Ambrisentan 10mg/1U,Sólido,Oral x 10,TECNOQUIMICAS,No regulado
C02KX02,Ambrisentan,Sólido - Oral,XETAM,Ambrisentan 5mg/1U,Sólido,Oral x 10,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,XETAM,Ambrisentan 5mg/1U,Sólido,Oral x 30,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,XETAM,Ambrisentan 5mg/1U,Sólido,Oral x 10,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRIXENT,Ambrisentan 5mg/1U,Sólido,Oral x 10,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRIXENT,Ambrisentan 5mg/1U,Sólido,Oral x 30,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRIXENT,Ambrisentan 5mg/1U,Sólido,Oral x 10,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,XETAM,Ambrisentan 10mg/1U,Sólido,Oral x 10,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,XETAM,Ambrisentan 10mg/1U,Sólido,Oral x 30,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,XETAM,Ambrisentan 10mg/1U,Sólido,Oral x 10,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRIXENT,Ambrisentan 10mg/1U,Sólido,Oral x 10,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRIXENT,Ambrisentan 10mg/1U,Sólido,Oral x 30,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRIXENT,Ambrisentan 10mg/1U,Sólido,Oral x 10,XINETIX PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,INFINIX,Ambrisentan 10mg/1U,Sólido,Oral x 30,HB HUMAN BIOSCIENCE,No regulado
C02KX02,Ambrisentan,Sólido - Oral,INFINIX,Ambrisentan 5mg/1U,Sólido,Oral x 30,HB HUMAN BIOSCIENCE,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 10mg/1U,Sólido,Oral x 10,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 10mg/1U,Sólido,Oral x 6,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 10mg/1U,Sólido,Oral x 4,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 10mg/1U,Sólido,Oral x 2,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 10mg/1U,Sólido,Oral x 30,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 10mg/1U,Sólido,Oral x 20,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 10mg/1U,Sólido,Oral x 10,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 5mg/1U,Sólido,Oral x 10,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 5mg/1U,Sólido,Oral x 6,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 5mg/1U,Sólido,Oral x 4,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 5mg/1U,Sólido,Oral x 2,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 5mg/1U,Sólido,Oral x 30,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 5mg/1U,Sólido,Oral x 20,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BEVERIX,Ambrisentan 5mg/1U,Sólido,Oral x 10,LAFRANCOL,No regulado
C02KX02,Ambrisentan,Sólido - Oral,ENDOBLOC,Ambrisentan 10mg/1U,Sólido,Oral x 30,CIPLA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,ENDOBLOC,Ambrisentan 10mg/1U,Sólido,Oral x 10,CIPLA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,ENDOBLOC,Ambrisentan 5mg/1U,Sólido,Oral x 30,CIPLA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,ENDOBLOC,Ambrisentan 5mg/1U,Sólido,Oral x 10,CIPLA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 10mg/1U,Sólido,Oral x 4,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 10mg/1U,Sólido,Oral x 30,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 10mg/1U,Sólido,Oral x 10,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 10mg/1U,Sólido,Oral x 10,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 10mg/1U,Sólido,Oral x 30,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 10mg/1U,Sólido,Oral x 30,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 10mg/1U,Sólido,Oral x 10,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 10mg/1U,Sólido,Oral x 10,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 10mg/1U,Sólido,Oral x 30,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 5mg/1U,Sólido,Oral x 4,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 5mg/1U,Sólido,Oral x 10,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 5mg/1U,Sólido,Oral x 30,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 5mg/1U,Sólido,Oral x 10,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,BRISEN,Ambrisentan 5mg/1U,Sólido,Oral x 30,SCANDINAVIA PHARMA,No regulado
C02KX02,Ambrisentan,Sólido - Oral,VOLIBRIS,Ambrisentan 5mg/1U,Sólido,Oral x 30,GLAXOSMITHKLINE,No regulado
C02KX02,Ambrisentan,Sólido - Oral,VOLIBRIS,Ambrisentan 10mg/1U,Sólido,Oral x 30,GLAXOSMITHKLINE,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,BIOSETT,"Teriparatida 20µg/0,08ml (250µg/1ml)",Líquido/Sólido,Inyectable x 30,BIOSIDUS,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,BIOSETT,"Teriparatida 20µg/0,08ml (250µg/1ml)",Líquido/Sólido,Inyectable x 5,BIOSIDUS,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,BIOSETT,"Teriparatida 20µg/0,08ml (250µg/1ml)",Líquido/Sólido,Inyectable x 1,BIOSIDUS,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,TEOTIDE,Teriparatida 750µg/3ml (250µg/1ml),Líquido/Sólido,Inyectable x 1,WILLOW,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,TEOTIDE,Teriparatida 750µg/3ml (250µg/1ml),Líquido/Sólido,Inyectable x 1,WILLOW,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,FORTEO,"Teriparatida 600µg/2,4ml (250µg/1ml)",Líquido/Sólido,Inyectable x 1,ELI LILLY,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,FORTEO,"Teriparatida 600µg/2,4ml (250µg/1ml)",Líquido/Sólido,Inyectable x 1,ELI LILLY,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,FORTEO,"Teriparatida 600µg/2,4ml (250µg/1ml)",Líquido/Sólido,Inyectable x 1,ELI LILLY,No regulado
H05AA02,Teriparatida,Líquido/Sólido - Inyectable,FORTEO,Teriparatida 750µg/3ml (250µg/1ml),Líquido/Sólido,Inyectable x 1,ELI LILLY,No regulado
J05AX08,Raltegravir,Sólido - Oral (tableta o cápsula),ISENTRESS,Raltegravir 600mg/1U,Sólido,Oral (tableta o cápsula) x 60,MERCK SHARP DOME,No regulado
J05AX08,Raltegravir,Sólido - Oral (tableta o cápsula),ISENTRESS,Raltegravir 100mg/1U,Sólido,Oral (tableta o cápsula) x 60,MERCK SHARP DOME,No regulado
J05AX08,Raltegravir,Sólido - Oral (tableta o cápsula),ISENTRESS,Raltegravir 25mg/1U,Sólido,Oral (tableta o cápsula) x 60,MERCK SHARP DOME,No regulado
J05AX08,Raltegravir,Sólido - Oral (tableta o cápsula),ISENTRESS,Raltegravir 400mg/1U,Sólido,Oral (tableta o cápsula) x 60,MERCK SHARP DOME,No regulado
J06BB16,Palivizumab,Líquido/Sólido - Inyectable,SYNAGIS,Palivizumab 100mg/1ml (100mg/1ml),Líquido/Sólido,Inyectable x 1,ABBOTT  / ABBVIE,No regulado
J06BB16,Palivizumab,Líquido/Sólido - Inyectable,SYNAGIS,Palivizumab 100mg/1ml (100mg/1ml),Líquido/Sólido,Inyectable x 1,ABBOTT  / ABBVIE,No regulado
J06BB16,Palivizumab,Líquido/Sólido - Inyectable,SYNAGIS,Palivizumab 100mg/1ml (100mg/1ml),Líquido/Sólido,Inyectable x 1,ABBOTT  / ABBVIE,No regulado
J06BB16,Palivizumab,Líquido/Sólido - Inyectable,SYNAGIS,"Palivizumab 50mg/0,5ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,ABBOTT  / ABBVIE,No regulado
J06BB16,Palivizumab,Líquido/Sólido - Inyectable,SYNAGIS,"Palivizumab 50mg/0,5ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,ABBOTT  / ABBVIE,No regulado
J06BB16,Palivizumab,Líquido/Sólido - Inyectable,SYNAGIS,"Palivizumab 50mg/0,5ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,ABBOTT  / ABBVIE,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 250mg/1U,Sólido,Oral x 5,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 250mg/1U,Sólido,Oral x 20,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 250mg/1U,Sólido,Oral x 5,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 140mg/1U,Sólido,Oral x 5,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 140mg/1U,Sólido,Oral x 20,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 140mg/1U,Sólido,Oral x 5,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 100mg/1U,Sólido,Oral x 5,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 100mg/1U,Sólido,Oral x 20,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 100mg/1U,Sólido,Oral x 5,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 20mg/1U,Sólido,Oral x 5,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 20mg/1U,Sólido,Oral x 5,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TENSACTON,Temozolomida 20mg/1U,Sólido,Oral x 20,LAFRANCOL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TRIPZOL,Temozolomida 100mg/1U,Sólido,Oral x 5,CIPLA,No regulado
L01AX03,Temozolomida,Sólido - Oral,TRIPZOL,Temozolomida 100mg/1U,Sólido,Oral x 1,CIPLA,No regulado
L01AX03,Temozolomida,Sólido - Oral,TEMITOMA,Temozolomida 250mg/1U,Sólido,Oral x 5,SUN PHARMACEUTICAL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TEMITOMA,Temozolomida 140mg/1U,Sólido,Oral x 5,SUN PHARMACEUTICAL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TEMITOMA,Temozolomida 100mg/1U,Sólido,Oral x 5,SUN PHARMACEUTICAL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TEMITOMA,Temozolomida 20mg/1U,Sólido,Oral x 5,SUN PHARMACEUTICAL,No regulado
L01AX03,Temozolomida,Sólido - Oral,TEMAZ,Temozolomida 20mg/1U,Sólido,Oral x 5,HETERO,No regulado
L01AX03,Temozolomida,Sólido - Oral,TEMAZ,Temozolomida 100mg/1U,Sólido,Oral x 5,HETERO,No regulado
L01AX03,Temozolomida,Sólido - Oral,TEMAZ,Temozolomida 250mg/1U,Sólido,Oral x 5,HETERO,No regulado
L01AX03,Temozolomida,Sólido - Oral,DRALITEM,Temozolomida 20mg/1U,Sólido,Oral x 5,MONTE VERDE,No regulado
L01AX03,Temozolomida,Sólido - Oral,DRALITEM,Temozolomida 20mg/1U,Sólido,Oral x 42,MONTE VERDE,No regulado
L01AX03,Temozolomida,Sólido - Oral,DRALITEM,Temozolomida 20mg/1U,Sólido,Oral x 21,MONTE VERDE,No regulado
L01AX03,Temozolomida,Sólido - Oral,DRALITEM,Temozolomida 20mg/1U,Sólido,Oral x 20,MONTE VERDE,No regulado
L01AX03,Temozolomida,Sólido - Oral,DRALITEM,Temozolomida 20mg/1U,Sólido,Oral x 5,MONTE VERDE,No regulado
L01AX03,Temozolomida,Sólido - Oral,DRALITEM,Temozolomida 100mg/1U,Sólido,Oral x 5,MONTE VERDE,No regulado
L01AX03,Temozolomida,Sólido - Oral,DRALITEM,Temozolomida 100mg/1U,Sólido,Oral x 42,MONTE VERDE,No regulado
L01AX03,Temozolomida,Sólido - Oral,DRALITEM,Temozolomida 100mg/1U,Sólido,Oral x 21,MONTE VERDE,No regulado
L01AX03,Temozolomida,Sólido - Oral,DRALITEM,Temozolomida 100mg/1U,Sólido,Oral x 20,MONTE VERDE,No regulado
L01AX03,Temozolomida,Sólido - Oral,DRALITEM,Temozolomida 100mg/1U,Sólido,Oral x 5,MONTE VERDE,No regulado
