Nombre del producto farmacéutico,Tipo de fármaco,Nombre del laboratorio ofertante,Estado,Aportación del beneficiario,Principio activo o asociación de principios activos,Precio venta con IVA_Euros,Nombre de la agrupación homogénea del producto sanitario,Diagnóstico hospitalario,Tratamiento de larga duración,Especial control médico,Medicamento huérfano
"OMEPRAZOL TEVA-RIMAFAR 20 mg CAPSULAS DURAS GASTRORRESISTENTES , 14 capsulas",Medicamento Generico,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,NORMAL,OMEPRAZOL,1.26,OMEPRAZOL 20 MG 14 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
"OMEPRAZOL TEVA-RIMAFAR 40 mg CAPSULAS DURAS GASTRORRESISTENTES , 14 capsulas",Medicamento Etica,"TEVA PHARMA, S.L.U",ALTA,NORMAL,OMEPRAZOL,2.5,OMEPRAZOL 40 MG 14 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
"OMEPRAZOL TEVA-RIMAFAR 40 mg CAPSULAS DURAS GASTRORRESISTENTES , 28 capsulas",Medicamento Etica,"TEVA PHARMA, S.L.U",ALTA,NORMAL,OMEPRAZOL,4.15,OMEPRAZOL 40 MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
"OMEPRAZOL TEVA GROUP 20 mg CAPSULAS DURAS GASTRORRESISTENTES , 14 capsulas",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,OMEPRAZOL,1.26,OMEPRAZOL 20 MG 14 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
"OMEPRAZOL TEVA GROUP 20 mg CAPSULAS DURAS GASTRORRESISTENTES , 28 capsulas",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,OMEPRAZOL,2.42,OMEPRAZOL 20 MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
"OMEPRAZOL TEVA GROUP 40 mg CAPSULAS DURAS GASTRORRESISTENTES , 14 capsulas",Medicamento Etica,"TEVA PHARMA, S.L.U",ALTA,NORMAL,OMEPRAZOL,2.5,OMEPRAZOL 40 MG 14 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
"OMEPRAZOL TEVA GROUP 40 mg CAPSULAS DURAS GASTRORRESISTENTES , 28 capsulas",Medicamento Etica,"TEVA PHARMA, S.L.U",ALTA,NORMAL,OMEPRAZOL,4.15,OMEPRAZOL 40 MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
"PANTOPRAZOL TEVAGEN 40 mg COMPRIMIDOS GASTRORRESISTENTES , 14 comprimidos (Blister)",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,PANTOPRAZOL SODICO,8.74,PANTOPRAZOL 40 MG 14 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"GLICLAZIDA TEVA 30 mg COMPRIMIDOS DE LIBERACION MODIFICADA EFG, 60 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,ESPECIAL,GLICLAZIDA,5.59,GLICLAZIDA 30 MG 60 COMPRIMIDOS LIBERACION MODIFICADA,NO,SI,NO,NO
"FENTANILO MATRIX RATIOPHARM 25 microgramos/h parches transdermicos , 5 parches",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,FENTANILO,14.63,FENTANILO 25 MCG 5 PARCHE TRANSDERMICO,NO,NO,NO,NO
"FENTANILO MATRIX RATIOPHARM 50 microgramos/h parches transdermicos , 5 parches",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,FENTANILO,29.25,FENTANILO 50 MCG 5 PARCHE TRANSDERMICO,NO,NO,NO,NO
"FENTANILO MATRIX RATIOPHARM 75 microgramos/h parches transdermicos , 5 parches",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,FENTANILO,43.88,FENTANILO 75 MCG 5 PARCHE TRANSDERMICO,NO,NO,NO,NO
"FENTANILO MATRIX RATIOPHARM 100 microgramos/h parches transdermicos , 5 parches",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,FENTANILO,58.51,FENTANILO 100 MCG 5 PARCHE TRANSDERMICO,NO,NO,NO,NO
"ANEUROL, 50 comprimidos",Medicamento Etica,"LACER,S.A.",ALTA,NORMAL,"PIRIDOXINA HIDROCLORURO,DIAZEPAM",2.03,,NO,NO,NO,NO
"ALDOSOMNIL 1 mg , 30 comprimidos",Medicamento Etica,"ALDO-UNION, S.L.",ALTA,NORMAL,LORMETAZEPAM,2.01,LORMETAZEPAM 1 MG 30 COMPRIMIDOS,NO,NO,NO,NO
"ALDOSOMNIL 2 mg , 20 comprimidos",Medicamento Etica,"ALDO-UNION, S.L.",ALTA,NORMAL,LORMETAZEPAM,2.31,LORMETAZEPAM 2 MG 20 COMPRIMIDOS,NO,NO,NO,NO
"HISTAVERIN 10 mg/5ml jarabe, frasco con 250 ml",Medicamento Etica,"ESTEDI, S.L.",ALTA,NORMAL,CODEINA FOSFATO,4.95,CODEINA 10MG/5ML 250 ML SOLUCION/SUSPENSION ORAL,NO,NO,NO,NO
"BICARBEX 50 mg comprimidos recubiertos con pelicula , 30 comprimidos",Medicamento Generico,INIBSA HOSPITAL S.L.U.,BAJA GENERAL,ESPECIAL,BICALUTAMIDA,42.37,BICALUTAMIDA 50 MG 30 COMPRIMIDOS,NO,NO,NO,NO
"GLUCOLON 5 MG COMPRIMIDOS, 100 comprimidos",Medicamento Etica,"GENERFARMA, S.L.U.",ALTA,ESPECIAL,GLIBENCLAMIDA,2.95,GLIBENCLAMIDA 5 MG 100 COMPRIMIDOS,NO,SI,NO,NO
"LOSARTAN SUN 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 28 comprimidos",Medicamento Generico,"SUN PHARMA LABORATORIOS, S.L",ALTA,ESPECIAL,LOSARTAN POTASICO,4.17,LOSARTAN 50 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"LOSARTAN SUN 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 28 comprimidos",Medicamento Generico,"SUN PHARMA LABORATORIOS, S.L",ALTA,ESPECIAL,LOSARTAN POTASICO,8.34,LOSARTAN 100 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"LOSARTAN/HIDROCLOROTIAZIDA SUN 50 mg/12.5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 28 comprimidos (BLISTER)",Medicamento Generico,"SUN PHARMA LABORATORIOS, S.L",ALTA,NORMAL,"HIDROCLOROTIAZIDA,LOSARTAN POTASICO",2.92,"LOSARTAN/HIDROCLOROTIAZIDA 50MG/12,5MG 28 COMPRIMIDOS",NO,NO,NO,NO
"LOSARTAN/HIDROCLOROTIAZIDA SUN 100 mg/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 28 comprimidos (BLISTER)",Medicamento Generico,"SUN PHARMA LABORATORIOS, S.L",ALTA,NORMAL,"LOSARTAN POTASICO,HIDROCLOROTIAZIDA",5.84,LOSARTAN/HIDROCLOROTIAZIDA 100MG/25MG 28 COMPRIMIDOS,NO,NO,NO,NO
"SIMVASTATINA SUN 40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 28 comprimidos",Medicamento Generico,"SUN PHARMA LABORATORIOS, S.L",ALTA,NORMAL,SIMVASTATINA,2.17,SIMVASTATINA 40 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"PANTOPRAZOL SUN 20 mg COMPRIMIDOS GASTRORRESISTENTES EFG , 28 comprimidos",Medicamento Generico,"SUN PHARMA LABORATORIOS, S.L",ALTA,NORMAL,PANTOPRAZOL SODICO,8.74,PANTOPRAZOL 20 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"PANTOPRAZOL SUN 40 mg COMPRIMIDOS GASTRORRESISTENTES EFG , 28 comprimidos",Medicamento Generico,"SUN PHARMA LABORATORIOS, S.L",ALTA,NORMAL,PANTOPRAZOL SODICO,17.48,PANTOPRAZOL 40 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"LERZAM 10 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Etica,"CASEN RECORDATI, S.L..",ALTA,ESPECIAL,LERCANIDIPINO HIDROCLORURO,6.24,LERCANIDIPINO 10 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"LERZAM 20 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Etica,"CASEN RECORDATI, S.L..",ALTA,ESPECIAL,LERCANIDIPINO HIDROCLORURO,12.47,LERCANIDIPINO 20 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"FINASTERIDA AUROBINDO 5 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"AUROBINDO, S.L.U",BAJA GENERAL,NORMAL,FINASTERIDA,9.1,FINASTERIDA 5 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"MINURIN 0,1 miligramos/mililitro solucion para pulverizacion nasal , 1 frasco de 5 ml",Medicamento Etica,FERRING S.A.U,ALTA,ESPECIAL,DESMOPRESINA,14.42,DESMOPRESINA 10MCG 50 PULVERIZACIONES NASALES,NO,SI,NO,NO
"LETROZOL RATIOPHARM 2,5 mg comprimidos recubiertos con pelicula , 30 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,LETROZOL,92.1,"LETROZOL 2,5 MG 30 COMPRIMIDOS",NO,NO,NO,NO
"BIOLID 3,5 g polvo para suspension oral, 15 sobres",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",BAJA GENERAL,NORMAL,PLANTAGO OVATA FORSKK.,1.87,ISPAGHULA (SEMILLAS  DE  PSYLLIUM)  3500 MG 15 SOBRES SOLUCION/SUSPENSION ORAL,NO,NO,NO,NO
"BIOLID 3,5 g polvo para suspension oral, 30 sobres",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",BAJA GENERAL,NORMAL,PLANTAGO OVATA FORSKK.,3.31,ISPAGHULA (SEMILLAS  DE  PSYLLIUM)  3500 MG 30 SOBRES SOLUCION/SUSPENSION ORAL,NO,NO,NO,NO
"GLUFAN 625 mg comprimidos recubiertos , 60 comprimidos",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",ALTA,NORMAL,GLUCOSAMINA,6.51,GLUCOSAMINA 625MG 60 COMPRIMIDOS,NO,NO,NO,NO
"PRINIVIL 5 mg comprimidos, 60 comprimidos",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",ALTA,ESPECIAL,LISINOPRIL,3.4,LISINOPRIL 5 MG 60 COMPRIMIDOS,NO,SI,NO,NO
"PRINIVIL 20 mg comprimidos, 28 comprimidos",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",ALTA,ESPECIAL,LISINOPRIL,6.35,LISINOPRIL 20 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"PRINIVIL PLUS 20/12,5 mg comprimidos, 28 comprimidos",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",ALTA,NORMAL,"LISINOPRIL,HIDROCLOROTIAZIDA",7.37,"LISINOPRIL/HIDROCLOROTIAZIDA 20MG/12,5MG 28 COMPRIMIDOS",NO,NO,NO,NO
"BERTANEL 7,5 mg/0,75 ml solucion inyectable en jeringa precargada , 1 jeringa por 7,5 mg/0,75 ml",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",ALTA,ESPECIAL,METOTREXATO,10.88,,NO,NO,NO,NO
"BERTANEL 10 mg/ml solucion inyectable en jeringa precargada , 1 jeringa por 10 mg/1 ml",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",ALTA,ESPECIAL,METOTREXATO,13.49,,NO,NO,NO,NO
"BERTANEL 15 mg/1,5 ml SOLUCION INYECTABLE EN JERINGA PRECARGADA, 1 jeringa precargada de 1,5 ml",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",ALTA,ESPECIAL,METOTREXATO,20.23,,NO,NO,NO,NO
"BERTANEL 20 mg/1 ml SOLUCION INYECTABLE EN JERINGA PRECARGADA, 1 jeringa precargada de 1 ml",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",ALTA,ESPECIAL,METOTREXATO,26.62,,NO,NO,NO,NO
"BERTANEL 25 mg/1,25 ml SOLUCION INYECTABLE EN JERINGA PRECARGADA, 1 jeringa precargada de 1,25 ml",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",ALTA,ESPECIAL,METOTREXATO,28.44,,NO,NO,NO,NO
"BERTANEL 30 mg/1,5 ml SOLUCION INYECTABLE EN JERINGA PRECARGADA, 1 jeringa precargada de 1, 5 ml",Medicamento Etica,"LABORATORIOS FARMACEUTICOS  ROVI, S.A.",ALTA,ESPECIAL,METOTREXATO,29.38,,NO,NO,NO,NO
"PLANTAGO OVATA  MADAUS 3,5 g Polvo efervescente , 30 sobres",Medicamento Etica,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,NORMAL,PLANTAGO OVATA FORSKK. SEMILLA CUTICULA,4.18,ISPAGHULA (SEMILLAS  DE  PSYLLIUM)  3500 MG 30 SOBRES SOLUCION/SUSPENSION ORAL EFERVESCENTE,NO,NO,NO,NO
"OMEPRAZOL VIR-PHARMA 20 mg capsulas duras gastrorresistentes , 28 capsulas",Medicamento Generico,"INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR, S.A.",BAJA GENERAL,NORMAL,OMEPRAZOL,2.42,OMEPRAZOL 20 MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
"CLOPIDOGREL VIR 75 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR, S.A.",BAJA GENERAL,NORMAL,CLOPIDOGREL,16.81,CLOPIDOGREL 75 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"CRONODINE 120 , 60 capsulas",Medicamento Etica,ESPECIALIDADES FARMACEUTICAS CENTRUM S.A.,ALTA,ESPECIAL,DILTIAZEM HIDROCLORURO,18.26,,NO,SI,NO,NO
"PANTOPRAZOL RATIO 40 mg comprimidos gastrorresistentes , 14 comprimidos (Blister Al/Al)",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,PANTOPRAZOL SODICO,8.74,PANTOPRAZOL 40 MG 14 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"PANTOPRAZOL RATIO 40 mg comprimidos gastrorresistentes , 28 comprimidos (Blister Al/Al)",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,PANTOPRAZOL SODICO,17.48,PANTOPRAZOL 40 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
CLOPIDOGREL RATIOPHARM GMBH 75 mg comprimidos recubiertos con pelicula EFG 28,Medicamento Generico,RATIOPHARM ESPAÑA S.A.,BAJA GENERAL,NORMAL,CLOPIDOGREL BESILATO,16.81,CLOPIDOGREL 75 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"PANTOPRAZOL RATIO 20 mg comprimidos gastrorresistentes , 28 comprimidos (Blister)",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,PANTOPRAZOL SODICO,8.74,PANTOPRAZOL 20 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"ATORVASTATINA TEVAGEN 10 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,ATORVASTATINA CALCICA TRIHIDRATO,4.09,ATORVASTATINA 10 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ATORVASTATINA TEVAGEN 20 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,ATORVASTATINA CALCICA TRIHIDRATO,8.18,ATORVASTATINA 20 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ATORVASTATINA TEVAGEN 40 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,ATORVASTATINA CALCICA TRIHIDRATO,16.36,ATORVASTATINA 40 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ATORVASTATINA RATIO 20 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,ATORVASTATINA CALCICA,8.18,ATORVASTATINA 20 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ATORVASTATINA RATIO 40 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,ATORVASTATINA CALCICA,16.36,ATORVASTATINA 40 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"CLOPIDOGREL HCS 75 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",BAJA GENERAL,NORMAL,CLOPIDOGREL HIDROCLORURO,16.81,CLOPIDOGREL 75 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"CLOPIDOGREL HCS 75 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 50 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",BAJA GENERAL,NORMAL,CLOPIDOGREL HIDROCLORURO,30.02,CLOPIDOGREL 75 MG 50 COMPRIMIDOS,NO,NO,NO,NO
"VENLAFAXINA RETARD APOTEX 150 mg capsulas duras de liberacion prolongada , 30 capsulas",Medicamento Generico,"APOTEX ESPAÑA, S.L",BAJA GENERAL,ESPECIAL,VENLAFAXINA  HIDROCLORURO,19.15,VENLAFAXINA 150 MG 30 CAPSULAS LIBERACION MODIFICADA,NO,NO,NO,NO
"VENLAFAXINA RETARD APOTEX 75 mg capsulas duras de liberacion prolongada , 30 capsulas",Medicamento Generico,"APOTEX ESPAÑA, S.L",BAJA GENERAL,ESPECIAL,VENLAFAXINA  HIDROCLORURO,9.59,VENLAFAXINA 75 MG 30 CAPSULAS LIBERACION MODIFICADA,NO,NO,NO,NO
"EXEMESTANO AUROVITAS SPAIN 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 30 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,EXEMESTANO,96.66,EXEMESTANO 25 MG 30 COMPRIMIDOS,NO,NO,NO,NO
"ANASTROZOL PENSA 1 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 28 comprimidos",Medicamento Generico,"TOWA PHARMACEUTICAL, S.A.",ALTA,ESPECIAL,ANASTROZOL,60.09,ANASTROZOL 1 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ACIDO ALENDRONICO SEMANAL ABABOR 70 mg COMPRIMIDOS , 4 comprimidos",Medicamento Etica,"ABABOR PHARMACEUTICALS, S.L.",ALTA,NORMAL,ALENDRONICO ACIDO,9.99,ACIDO ALENDRONICO 70 MG 4 COMPRIMIDOS,NO,NO,NO,NO
"PANTOPRAZOL TEVAGEN 20 mg COMPRIMIDOS GASTRORRESISTENTES , 28 comprimidos (Blister)",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,PANTOPRAZOL SODICO,8.74,PANTOPRAZOL 20 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"PANTOPRAZOL TEVAGEN 20 mg COMPRIMIDOS GASTRORRESISTENTES , 28 comprimidos (Frasco)",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,PANTOPRAZOL SODICO,8.74,PANTOPRAZOL 20 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"PANTOPRAZOL TEVAGEN 40 mg COMPRIMIDOS GASTRORRESISTENTES , 28 comprimidos (Blister)",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,PANTOPRAZOL SODICO,17.48,PANTOPRAZOL 40 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"PANTOPRAZOL TEVAGEN 40 mg COMPRIMIDOS GASTRORRESISTENTES , 28 comprimidos (Frasco)",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,NORMAL,PANTOPRAZOL SODICO,17.48,PANTOPRAZOL 40 MG 28 COMPRIMIDOS ENTERICOS/GASTRORRESISTENTES,NO,NO,NO,NO
"KETOCONAZOL ABAMED 2% gel , frasco 100 ml",Medicamento Generico,"QUALIX PHARMA, S.L.",ALTA,NORMAL,KETOCONAZOL,2.98,KETOCONAZOL 20 MG 100 ML GEL,NO,NO,NO,NO
"MOMETASONA ABAMED 0,1% solucion cutanea",Medicamento Etica,"ABAMED PHARMA, S.L",BAJA GENERAL,NORMAL,MOMETASONA FUROATO,4.98,MOMETASONA 1 MG 60 ML SOLUCION,NO,NO,NO,NO
TIOCONAZOL ABAMED 28% solucion cutanea,Medicamento Etica,"ABAMED PHARMA, S.L",BAJA GENERAL,NORMAL,TIOCONAZOL,10.97,TIOCONAZOL 280MG/ML 12ML SOLUCION PARA UÑAS,NO,NO,NO,NO
"SARCOP 50 MG/G CREMA , 1 tubo de 40 g",Medicamento Etica,UNIPHARMA S.A.,ALTA,NORMAL,PERMETRINA,9.73,PERMETRINA 50 MG 40 G CREMA,NO,NO,NO,NO
"SARCOP 50 MG/G CREMA , 1 tubo de 70 g",Medicamento Etica,UNIPHARMA S.A.,ALTA,NORMAL,PERMETRINA,17.02,PERMETRINA 50 MG 70 G CREMA,NO,NO,NO,NO
"OLANZAPINA RATIO 2,5 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,13.22,"OLANZAPINA 2,5 MG 28 COMPRIMIDOS",NO,NO,NO,NO
"OLANZAPINA RATIO 5 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,26.44,OLANZAPINA 5 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"OLANZAPINA RATIO 7,5 mg comprimidos recubiertos con pelicula , 56 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,79.33,"OLANZAPINA 7,5 MG 56 COMPRIMIDOS",NO,NO,NO,NO
"OLANZAPINA RATIO 10 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,52.89,OLANZAPINA 10 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"OLANZAPINA RATIO 10 mg comprimidos recubiertos con pelicula , 56 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,105.78,OLANZAPINA 10 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"OLANZAPINA RATIO 5 mg comprimidos bucodispersables , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,26.44,OLANZAPINA 5 MG 28 COMPRIMIDOS BUCODISPERSABLES/LIOTABS,NO,NO,NO,NO
"OLANZAPINA RATIO 10 mg comprimidos bucodispersables , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,52.89,OLANZAPINA 10 MG 28 COMPRIMIDOS BUCODISPERSABLES/LIOTABS,NO,NO,NO,NO
"OLANZAPINA RATIO 10 mg comprimidos bucodispersables , 56 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,105.78,OLANZAPINA 10 MG 56 COMPRIMIDOS BUCODISPERSABLES/LIOTABS,NO,NO,NO,NO
"OLANZAPINA TEVAGEN 2,5 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,13.22,"OLANZAPINA 2,5 MG 28 COMPRIMIDOS",NO,NO,NO,NO
"OLANZAPINA TEVAGEN 5 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,26.44,OLANZAPINA 5 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"OLANZAPINA TEVAGEN 7,5 mg comprimidos recubiertos con pelicula , 56 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,79.33,"OLANZAPINA 7,5 MG 56 COMPRIMIDOS",NO,NO,NO,NO
"OLANZAPINA TEVAGEN 10 mg comprimidos recubiertos con pelicula , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,52.89,OLANZAPINA 10 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"OLANZAPINA TEVAGEN 10 mg comprimidos recubiertos con pelicula , 56 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,105.78,OLANZAPINA 10 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"OLANZAPINA TEVAGEN 5 mg comprimidos bucodispersables , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,26.44,OLANZAPINA 5 MG 28 COMPRIMIDOS BUCODISPERSABLES/LIOTABS,NO,NO,NO,NO
"OLANZAPINA TEVAGEN 10 mg comprimidos bucodispersables , 28 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,52.89,OLANZAPINA 10 MG 28 COMPRIMIDOS BUCODISPERSABLES/LIOTABS,NO,NO,NO,NO
"OLANZAPINA TEVAGEN 10 mg comprimidos bucodispersables , 56 comprimidos",Medicamento Generico,"TEVA PHARMA, S.L.U",ALTA,ESPECIAL,OLANZAPINA,105.78,OLANZAPINA 10 MG 56 COMPRIMIDOS BUCODISPERSABLES/LIOTABS,NO,NO,NO,NO
"METOJECT 7,5 mg/ 0,15 ml solucion inyectable en jeringa precargada , 1 jeringa",Medicamento Etica,"GEBRO PHARMA, S.A.",ALTA,ESPECIAL,METOTREXATO,10.88,"METOTREXATO 7,5MG/0,15ML 1 INYECTABLE GENERAL PARENTERAL (JERINGA)",NO,NO,NO,NO
"METOJECT 10 mg/ 0,20 ml solucion inyectable en jeringa precargada , 1 jeringa",Medicamento Etica,"GEBRO PHARMA, S.A.",ALTA,ESPECIAL,METOTREXATO,13.49,"METOTREXATO 10MG/0,20ML 1 INYECTABLE GENERAL PARENTERAL (JERINGA)",NO,NO,NO,NO
"METOJECT 15 mg/ 0,30 ml solucion inyectable en jeringa precargada , 1 jeringa",Medicamento Etica,"GEBRO PHARMA, S.A.",ALTA,ESPECIAL,METOTREXATO,20.23,"METOTREXATO 15MG/0,30ML 1 INYECTABLE GENERAL PARENTERAL (JERINGA)",NO,NO,NO,NO
