SERVICIO,DESCRIPCION,PIEZAS SOLICITADAS
URGENCIAS GINECOBSTETRICAS,METRONIDAZOL,1
QUIROFANOS,POLIMIXIMA/NEOMICINA,5
OFTALMOLOGIA (HOSPITALIZACION),MOXIFLOXACINO,10
TERAPIA INTENSIVA,OCTREOTIDA,1
MEDICINA INTERNA,ACICLOVIR,6
TERAPIA INTENSIVA,METOPROLOL,10
TERAPIA INTENSIVA,IMIPENEM,3
URGENCIAS,FLUCONAZOL,1
URGENCIAS,AMPICILINA,24
CIRUGIA GENERAL,NEOMICINA,20
MEDICINA INTERNA,DEXMEDETOMIDINA,6
URGENCIAS,OMEPRAZOL,4
UNIDAD TOCOQUIRURGICA,HIDROCORTISONA,5
UNIDAD TOCOQUIRURGICA,METOCLOPRAMIDA,18
URGENCIAS,ACETILSALICILICO,8
ORTOPEDIA (CONSULTA),KETOROLACO,30
ORTOPEDIA (CONSULTA),DEXAMETASONA,20
ORTOPEDIA (CONSULTA),TRAMADOL,30
AREA DE CHOQUE,CEFOTAXIMA,8
TERAPIA INTENSIVA,PRAZOSINA,12
TERAPIA INTENSIVA,METOPROLOL,1
ORTOPEDIA,ONDANSENTRON,3
TERAPIA INTENSIVA PEDIATRICA,AMIKACINA,2
TERAPIA INTENSIVA PEDIATRICA,CLINDAMICINA,3
TERAPIA INTENSIVA PEDIATRICA,CEFOTAXIMA,3
GINECO OBSTETRICIA,FUROSEMIDA,2
GINECO OBSTETRICIA,NIFEDIPINO,2
GINECO OBSTETRICIA,DOXICICLINA,0
MEDICINA INTERNA,LACTATO,1
ANESTESIOLOGIA,ETOMIDATO,10
OFTALMOLOGIA (HOSPITALIZACION),PARACETAMOL,5
OFTALMOLOGIA (HOSPITALIZACION),TOXINA,1
OFTALMOLOGIA (HOSPITALIZACION),AZUL,5
OFTALMOLOGIA (HOSPITALIZACION),DEXAMETASONA,5
OFTALMOLOGIA (HOSPITALIZACION),KETOROLACO,5
OFTALMOLOGIA (HOSPITALIZACION),TROPICAMIDA/FENILEFRINA,15
OFTALMOLOGIA (HOSPITALIZACION),CARBOXIMETILCELULOSA,10
OFTALMOLOGIA (HOSPITALIZACION),PARACETAMOL,0
OFTALMOLOGIA (HOSPITALIZACION),BUTILHIOSCINA,5
TERAPIA RESPIRATORIA,SALBUTAMOL/BROMURO,300
TERAPIA RESPIRATORIA,BUDESONIDA,150
TERAPIA RESPIRATORIA,IPRATROPIO,2
ANESTESIOLOGIA,KETOROLACO,100
UROLOGIA (CONSULTA),CLORURO,30
UROLOGIA (CONSULTA),SALBUTAMOL,1
AREA DE CHOQUE,PRAZOSINA,2
AREA DE CHOQUE,ERTAPENEM,2
CIRUGIA GENERAL,CARBAMAZEPINA,2
AREA DE CHOQUE,LEVOTIROXINA,2
AREA DE CHOQUE,TRIMETOPRIM/SULFAMETOXAZOL,3
CIRUGIA GENERAL,IMIPENEM,4
MEDICINA INTERNA,SERO,2
URGENCIAS PEDIATRICAS,METRONIDAZOL,2
TERAPIA INTENSIVA,CEFTAZIDIMA,4
TERAPIA INTENSIVA,VANCOMICINA,2
MEDICINA INTERNA,PREGABALINA,2
URGENCIAS,CEFTAZIDIMA,8
URGENCIAS,AMPICILINA,32
URGENCIAS,DEXAMETASONA,4
URGENCIAS,GLUCONATO,4
AREA DE CHOQUE,FLUOXETINA,2
AREA DE CHOQUE,PREDNISONA,1
AREA DE CHOQUE,PENTOXIFILINA,1
AREA DE CHOQUE,CLARITROMICINA,0
AREA DE CHOQUE,PARACETAMOL,0
CIRUGIA GENERAL,URSODEOXICOLICO,3
MEDICINA INTERNA,DEXAMETASONA,5
MEDICINA INTERNA,FENITOINA,2
AREA DE CHOQUE,FUROSEMIDA,12
AREA DE CHOQUE,HEPARINA,3
AREA DE CHOQUE,LACTULOSA,2
AREA DE CHOQUE,NITROGLICERINA,4
AREA DE CHOQUE,ATROPINA,2
CIRUGIA GENERAL,PARACETAMOL,55
CIRUGIA GENERAL,METOCLOPRAMIDA,30
CIRUGIA GENERAL,FUROSEMIDA,20
CIRUGIA GENERAL,BUTILHIOSCINA,20
TERAPIA INTENSIVA,SERO,4
AREA DE CHOQUE,ACETILSALICILICO,6
AREA DE CHOQUE,ATORVASTATINA,8
UNIDAD TOCOQUIRURGICA,PARACETAMOL,20
UNIDAD TOCOQUIRURGICA,FITOMENADIONA,25
CIRUGIA GENERAL,LOPERAMIDA,20
UNIDAD TOCOQUIRURGICA,INMUNOGLOBULINA,1
URGENCIAS,EPINEFRINA,2
MEDICINA INTERNA,HALOPERIDOL,2
URGENCIAS,FLUCONAZOL,3
AREA DE CHOQUE,EPINEFRINA,3
AREA DE CHOQUE,ROCURONIO,5
URGENCIAS,DEXMEDETOMIDINA,5
TERAPIA INTENSIVA,TRIMETOPRIM/SULFAMETOXAZOL,1
URGENCIAS,HIDROCORTISONA,13
UROLOGIA,HALOPERIDOL,1
TERAPIA INTENSIVA,CEFTAZIDIMA,8
TERAPIA INTENSIVA,AMPICILINA,24
TERAPIA INTENSIVA,DEXAMETASONA,4
CIRUGIA GENERAL,IMIPENEM,3
CIRUGIA PLASTICA Y RECONSTRUCTIVA,METOCLOPRAMIDA,2
URGENCIAS,PREGABALINA,2
AREA DE CHOQUE,KETOPROPOFENO,3
CIRUGIA GENERAL,VALPROICO,10
TERAPIA INTENSIVA,NOREPINEFRINA,3
URGENCIAS PEDIATRICAS,METRONIDAZOL,3
MEDICINA INTERNA,ACICLOVIR,4
TERAPIA INTENSIVA,FOSFATO,3
AREA DE CHOQUE,CLONIXINATO,20
CIRUGIA GENERAL,PARACETAMOL,45
CIRUGIA GENERAL,ONDANSETRON,15
CIRUGIA GENERAL,KETOROLACO,15
PEDIATRIA CLINICA,CLORURO,1
PEDIATRIA CLINICA,GLUCONATO,1
UROLOGIA,ADENOSINA,3
UROLOGIA,AMIODARONA,4
UROLOGIA,ESMOLOL,1
UROLOGIA,NITROGLICERINA,0
URGENCIAS,SERTRALINA,10
AREA DE CHOQUE,CEFALOTINA,1
CIRUGIA GENERAL,IMIPENEM,1
SUBDIRECCION DE ENFERMERIA,OMEPRAZOL,1
SUBDIRECCION DE ENFERMERIA,KETOROLACO,1
TERAPIA INTENSIVA,DEXMEDETOMIDINA,2
TERAPIA INTENSIVA,BUTILHIOSCINA,3
MEDICINA INTERNA,AMFOTERICINA,0
MEDICINA INTERNA,CLORFENAMINA,0
MEDICINA INTERNA,AMIODARONA,1
CIRUGIA GENERAL,NOREPINEFRINA,6
CIRUGIA GENERAL,VALPROICO,3
CIRUGIA GENERAL,CLOPIDOGREL,2
PEDIATRIA CLINICA,NEOMICINA,5
PEDIATRIA CLINICA,NEOMICINA,18
URGENCIAS PEDIATRICAS,MEROPENEM,1
UROLOGIA,SULFATO,5
URGENCIAS PEDIATRICAS,METAMIZOL,10
URGENCIAS PEDIATRICAS,PARACETAMOL,5
UROLOGIA,PARACETAMOL,12
UROLOGIA,CAPTOPRIL,5
AREA DE CHOQUE,DOPAMINA,5
URGENCIAS,BUDESONIDA,2
URGENCIAS,PARACETAMOL,4
TERAPIA INTENSIVA,AMPICILINA,10
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRIMETOPRIM/SULFAMETOXAZOL,1
MEDICINA INTERNA,ACICLOVIR,0
MEDICINA INTERNA,URSODEOXICOLICO,2
UROLOGIA,SENOSIDOS,1
CIRUGIA GENERAL,PARACETAMOL,24
CIRUGIA GENERAL,ONDANSETRON,10
CIRUGIA GENERAL,ASCORBICO,5
PEDIATRIA CLINICA,NEOMICINA,0
PEDIATRIA CLINICA,LEVETIRACETAM,1
UNIDAD TOCOQUIRURGICA,CAPTOPRIL,5
MEDICINA INTERNA,ACICLOVIR,2
PEDIATRIA CLINICA,PREDNISONA,4
PEDIATRIA CLINICA,CLINDAMICINA,2
PEDIATRIA CLINICA,MEROPENEM,1
TERAPIA INTENSIVA,TRIMETOPRIM/SULFAMETOXAZOL,0
TERAPIA INTENSIVA,MEROPENEM,6
ORTOPEDIA,DEXAMETASONA,4
URGENCIAS,ACENOCUMAROL,1
URGENCIAS,HALOPERIDOL,1
UROLOGIA,HALOPERIDOL,2
UROLOGIA,BICARBONATO,3
URGENCIAS,HEPARINA,0
MEDICINA INTERNA,DOXICICLINA,1
MEDICINA INTERNA,SERO,3
CIRUGIA GENERAL,CEFALOTINA,1
MEDICINA INTERNA,URSODEOXICOLICO,3
CIRUGIA GENERAL,CLOPIDOGREL,1
UROLOGIA (CONSULTA),ERTAPENEM,1
UROLOGIA (CONSULTA),CEFALOTINA,2
CIRUGIA GENERAL,SENOSIDOS,2
URGENCIAS,CIPROFLOXACINO,1
GINECO OBSTETRICIA,ERTAPENEM,1
TERAPIA INTENSIVA,CEFTRIAXONA,4
CIRUGIA GENERAL,VANCOMICINA,5
URGENCIAS,AMPICILINA,12
TERAPIA INTENSIVA,GLUCOSA,2
TERAPIA INTENSIVA,TIGECICLINA,3
CIRUGIA PLASTICA Y RECONSTRUCTIVA,SULFATO,10
MEDICINA INTERNA,BICARBONATO,100
URGENCIAS,FITOMENADIONA,2
MEDICINA INTERNA,CLORFENAMINA,3
CIRUGIA GENERAL,ATROPINA,4
CIRUGIA GENERAL,ESMOLOL,0
CIRUGIA GENERAL,LIDOCAINA,1
CIRUGIA GENERAL,ACETILSALICILICO,3
URGENCIAS,KETOROLACO,21
URGENCIAS,BUTILHIOSCINA,21
AREA DE CHOQUE,METAMIZOL,15
AREA DE CHOQUE,KETOROLACO/TRAMADOL,6
PEDIATRIA CLINICA,GLUCONATO,10
PEDIATRIA CLINICA,SERO,6
PEDIATRIA CLINICA,DEXAMETASONA,5
PEDIATRIA CLINICA,TRAMADOL,5
PEDIATRIA CLINICA,FUROSEMIDA,30
PEDIATRIA CLINICA,FENITOINA,10
PEDIATRIA CLINICA,FITOMENADIONA,6
RADIOLOGIA E IMAGEN,CLORURO,8
URGENCIAS PEDIATRICAS,PARACETAMOL,1
URGENCIAS PEDIATRICAS,SULFATO,5
URGENCIAS GINECOBSTETRICAS,BUTILHIOSCINA,10
URGENCIAS GINECOBSTETRICAS,OMEPRAZOL,0
URGENCIAS GINECOBSTETRICAS,METOCLOPRAMIDA,10
URGENCIAS GINECOBSTETRICAS,DEXAMETASONA,10
NEONATOLOGIA,URSODEOXICOLICO,20
ANESTESIOLOGIA,SULFATO,50
ANESTESIOLOGIA,ASCORBICO,100
ANESTESIOLOGIA,GLUCONATO,100
ANESTESIOLOGIA,NEOSTIGMINA,100
ANESTESIOLOGIA,CISATRACURIO,100
ANESTESIOLOGIA,DESFLURANO,50
URGENCIAS,ROCURONIO,4
ANESTESIOLOGIA,SUFENTANILO,30
MEDICINA INTERNA,SERO,1
NEONATOLOGIA,AMFOTERICINA,4
NEONATOLOGIA,AMPICILINA,3
MEDICINA INTERNA,VANCOMICINA,6
URGENCIAS,CIPROFLOXACINO,2
URGENCIAS GINECOBSTETRICAS,OMEPRAZOL,8
URGENCIAS GINECOBSTETRICAS,BETAMETASONA,8
UROLOGIA (CONSULTA),POLIMIXIMA/NEOMICINA,0
UROLOGIA (CONSULTA),KETOROLACO,12
UROLOGIA (CONSULTA),PARACETAMOL,12
NEONATOLOGIA,SERO,4
ANESTESIOLOGIA,BECLOMETASONA,6
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRINITRATO,0
CIRUGIA PLASTICA Y RECONSTRUCTIVA,FENITOINA,10
CIRUGIA PLASTICA Y RECONSTRUCTIVA,AMIODARONA,5
NEONATOLOGIA,BICARBONATO,10
NEONATOLOGIA,DOBUTAMINA,5
NEONATOLOGIA,DOPAMINA,6
NEONATOLOGIA,FENITOINA,10
NEONATOLOGIA,INSULINA,1
NEONATOLOGIA,VITAMINA,3
NEONATOLOGIA,CLORURO,15
NEONATOLOGIA,METOCLOPRAMIDA,0
CIRUGIA GENERAL,ACETILSALICILICO,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,BICARBONATO,5
RADIOLOGIA E IMAGEN,EPINEFRINA,15
RADIOLOGIA E IMAGEN,SULFATO,5
RADIOLOGIA E IMAGEN,ADENOSINA,3
RADIOLOGIA E IMAGEN,LIDOCAINA,1
URGENCIAS,IMIPENEM,1
MEDICINA INTERNA,PREGABALINA,4
MEDICINA INTERNA,TRAMADOL,6
URGENCIAS,INDOMETACINA,3
URGENCIAS PEDIATRICAS,AMIKACINA,1
MEDICINA INTERNA,ERTAPENEM,2
INFECTOLOGIA,CEFTRIAXONA,2
URGENCIAS,SERTRALINA,1
GINECO OBSTETRICIA,MISOPROSTOL,4
URGENCIAS,PARACETAMOL,0
CLINICA DE CATETERES,METILPREDNISOLONA,6
URGENCIAS PEDIATRICAS,METILPREDNISOLONA,10
URGENCIAS PEDIATRICAS,SULFATO,10
PEDIATRIA CLINICA,LEVOSIMENDAN,1
ENDOSCOPIA,CAPTOPRIL,5
ENDOSCOPIA,EPINEFRINA,50
ENDOSCOPIA,NIFEDIPINO,5
ENDOSCOPIA,ONDANSETRON,20
TERAPIA INTENSIVA,BUTILHIOSCINA,4
TERAPIA INTENSIVA,SUCRALFATO,3
MEDICINA INTERNA,FUROSEMIDA,20
MEDICINA INTERNA,VECURONIO,4
MEDICINA INTERNA,EPINEFRINA,5
TERAPIA INTENSIVA,FOSFATO,10
PEDIATRIA CLINICA,LEVETIRACETAM,5
UNIDAD TOCOQUIRURGICA,MISOPROSTOL,20
PEDIATRIA CLINICA,NEOMICINA,16
AREA DE CHOQUE,CAPTOPRIL,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ONDANSETRON,2
TERAPIA INTENSIVA,TIGECICLINA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,OMEPRAZOL,4
CIRUGIA GENERAL,PREDNISONA,2
CIRUGIA GENERAL,FLUOXETINA,3
CIRUGIA GENERAL,PREGABALINA,4
QUIROFANOS,METILPREDNISOLONA,6
QUIROFANOS,OXIMETAZOLINA,6
QUIROFANOS,LIDOCAINA/EPINEFRINA,15
QUIROFANOS,HEPARINA,4
QUIROFANOS,CLORURO,15
QUIROFANOS,SERO,5
TERAPIA INTENSIVA PEDIATRICA,TIAMINA,1
GINECO OBSTETRICIA,METOCLOPRAMIDA,4
GINECO OBSTETRICIA,KETOROLACO,4
URGENCIAS,SUCRALFATO,2
MEDICINA INTERNA,PENTOXIFILINA,1
URGENCIAS,PENTOXIFILINA,1
URGENCIAS,ERITROPOYETINA,0
URGENCIAS,LACTATO,2
URGENCIAS,LACTULOSA,2
PEDIATRIA CLINICA,BENCILPENICILINA,2
URGENCIAS,TRIMETOPRIM/SULFAMETOXAZOL,3
CIRUGIA GENERAL,FENTANILO,0
CIRUGIA GENERAL,DEXMEDETOMIDINA,1
TERAPIA INTENSIVA,CEFTRIAXONA,3
ORTOPEDIA,SULFATO,10
ORTOPEDIA,OMEPRAZOL,2
ORTOPEDIA,NIFEDIPINO,2
URGENCIAS GINECOBSTETRICAS,NITROPRUSIATO,1
URGENCIAS,CLOPIDOGREL,15
URGENCIAS,PRAZOSINA,20
URGENCIAS,DOPAMINA,1
MEDICINA INTERNA,AMPICILINA,20
TERAPIA INTENSIVA,FITOMENADIONA,3
URGENCIAS,HALOPERIDOL,4
URGENCIAS PEDIATRICAS,TOBRAMICINA,1
AREA DE CHOQUE,CLOPIDOGREL,5
AREA DE CHOQUE,ONDANSENTRON,9
AREA DE CHOQUE,ONDANSETRON,9
QUIROFANOS,ATROPINA,10
QUIROFANOS,EPINEFRINA,10
CIRUGIA GENERAL,KETOROLACO,9
URGENCIAS,SERO,10
URGENCIAS,EPINEFRINA,4
URGENCIAS,BICARBONATO,200
URGENCIAS,ROCURONIO,5
NEONATOLOGIA,AMFOTERICINA,5
ANESTESIOLOGIA,PROPOFOL,40
ANESTESIOLOGIA,HALOPERIDOL,5
ANESTESIOLOGIA,BECLOMETASONA,30
URGENCIAS,BICARBONATO,4
AREA DE CHOQUE,FITOMENADIONA,2
CIRUGIA GENERAL,VECURONIO,2
UNIDAD TOCOQUIRURGICA,NAPROXENO,2
ORTOPEDIA,TRAMADOL,5
PEDIATRIA CLINICA,DEXMEDETOMIDINA,2
PEDIATRIA CLINICA,OMEPRAZOL,1
TERAPIA INTENSIVA PEDIATRICA,NEOMICINA,5
TERAPIA INTENSIVA PEDIATRICA,MEROPENEM,1
MEDICINA INTERNA,GANCICLOVIR,2
URGENCIAS,NIFEDIPINO,3
TERAPIA INTENSIVA,MULTIVITAMINAS,0
TERAPIA INTENSIVA,AMPICILINA,15
TERAPIA INTENSIVA,SUCRALFATO,2
NEONATOLOGIA,TOBRAMICINA,2
URGENCIAS,KETOROLACO,4
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,ATORVASTATINA,8
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,BICARBONATO,18
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,GLUCOSA,8
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,MULTIVITAMINICO,13
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,NOREPINEFRINA,24
AREA DE CHOQUE,FOSFATO,15
NEONATOLOGIA,GLUCOSA,25
NEONATOLOGIA,METAMIZOL,1
NEONATOLOGIA,EPINEFRINA,10
TERAPIA INTENSIVA PEDIATRICA,FENTANILO,30
CIRUGIA GENERAL,FENTANILO,30
UNIDAD TOCOQUIRURGICA,ERGONOVINA,50
CIRUGIA GENERAL,ESPIRONOLACTONA,2
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PARACETAMOL,1
MEDICINA INTERNA,CEFOTAXIMA,8
URGENCIAS,KETOROLACO,2
CIRUGIA GENERAL,DEXMEDETOMIDINA,8
CIRUGIA GENERAL,SENOSIDOS,6
ORTOPEDIA,DOXICICLINA,3
CIRUGIA GENERAL,ANIDULAFUNGINA,2
TERAPIA INTENSIVA,CEFALOTINA,6
CIRUGIA GENERAL,KETOROLACO,12
QUIROFANOS,LIDOCAINA,15
QUIROFANOS,KETOROLACO,40
QUIROFANOS,ONDANSETRON,10
TERAPIA RESPIRATORIA,SALBUTAMOL/BROMURO,150
URGENCIAS,TRINITRATO,0
URGENCIAS,VECURONIO,10
MEDICINA INTERNA,LIDOCAINA,5
MEDICINA INTERNA,CLORURO,2
URGENCIAS,EPINEFRINA,8
URGENCIAS,PARACETAMOL,6
PEDIATRIA CLINICA,MEROPENEM,3
URGENCIAS,SUCRALFATO,4
AREA DE CHOQUE,FLUCONAZOL,2
ORTOPEDIA,FUROSEMIDA,4
ORTOPEDIA,GABAPENTINA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CLONAZEPAN,0
PEDIATRIA CLINICA,NISTATINA,1
URGENCIAS PEDIATRICAS,FUROSEMIDA,3
URGENCIAS,HALOPERIDOL,2
ORTOPEDIA,CEFALOTINA,2
URGENCIAS,HIDROCORTISONA,1
URGENCIAS,DICLOXACILINA,0
TERAPIA INTENSIVA,METOCLOPRAMIDA,4
TERAPIA INTENSIVA PEDIATRICA,MEROPENEM,2
TERAPIA INTENSIVA PEDIATRICA,VANCOMICINA,4
CIRUGIA GENERAL,CAPTOPRIL,1
MEDICINA INTERNA,BICARBONATO,3
CIRUGIA GENERAL,ACETILSALICILICO,1
CIRUGIA GENERAL,SUCRALFATO,2
CIRUGIA GENERAL,KETOROLACO,6
AREA DE CHOQUE,FENITOINA,10
ANESTESIOLOGIA,OMEPRAZOL,25
ANESTESIOLOGIA,NOREPINEFRINA,15
CIRUGIA GENERAL,DEXAMETASONA,8
CIRUGIA PLASTICA Y RECONSTRUCTIVA,AMIKACINA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,DEXAMETASONA,1
URGENCIAS,LACTATO,3
URGENCIAS,PENTOXIFILINA,2
URGENCIAS,TERLIPRESINA,15
URGENCIAS,ESMOLOL,1
CIRUGIA GENERAL,CEFOTAXIMA,4
URGENCIAS PEDIATRICAS,ERTAPENEM,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRAMADOL,5
PEDIATRIA CLINICA,PARACETAMOL,10
GINECO OBSTETRICIA,DEXAMETASONA,4
GINECO OBSTETRICIA,NIFEDIPINO,6
GINECO OBSTETRICIA,HIDRALAZINA,6
GINECO OBSTETRICIA,ATROPINA,2
GINECO OBSTETRICIA,BICARBONATO,20
GINECO OBSTETRICIA,GLUCONATO,25
GINECO OBSTETRICIA,SULFATO,15
GINECO OBSTETRICIA,OXITOCINA,10
GINECO OBSTETRICIA,FENITOINA,2
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PREGABALINA,4
MEDICINA INTERNA,GLUCOSA,6
SUBDIRECCION DE ENFERMERIA,CEFALOTINA,4
SUBDIRECCION DE ENFERMERIA,ONDANSENTRON,3
SUBDIRECCION DE ENFERMERIA,PARACETAMOL,4
SUBDIRECCION DE ENFERMERIA,TRAMADOL,4
SUBDIRECCION DE ENFERMERIA,PARACETAMOL,3
SUBDIRECCION DE ENFERMERIA,PROPOFOL,3
SUBDIRECCION DE ENFERMERIA,PROPOFOL,5
URGENCIAS GINECOBSTETRICAS,CEFEPIME,6
SUBDIRECCION DE ENFERMERIA,HALOPERIDOL,6
SUBDIRECCION DE ENFERMERIA,CLARITROMICINA,2
URGENCIAS PEDIATRICAS,ADENOSINA,2
URGENCIAS PEDIATRICAS,VECURONIO,1
URGENCIAS PEDIATRICAS,LIDOCAINA,1
MEDICINA INTERNA,VASOPRESINA,4
TERAPIA INTENSIVA PEDIATRICA,PARACETAMOL,10
TERAPIA INTENSIVA PEDIATRICA,METILPREDNISOLONA,10
TERAPIA INTENSIVA PEDIATRICA,FITOMENADIONA,10
URGENCIAS,SERTRALINA,2
URGENCIAS,PREDNISONA,4
TERAPIA INTENSIVA,CEFALOTINA,8
TERAPIA INTENSIVA,METRONIDAZOL,0
URGENCIAS,METAMIZOL,3
URGENCIAS,CAPTOPRIL,6
URGENCIAS,METILPREDNISOLONA,3
MEDICINA INTERNA,AMPICILINA,21
URGENCIAS,SULFATO,15
URGENCIAS,HIDROCORTISONA,0
URGENCIAS,PROPRANOLOL,5
URGENCIAS,METAMIZOL,10
TERAPIA INTENSIVA,HEPARINA,3
TERAPIA INTENSIVA,GLUCOSA,6
CIRUGIA GENERAL,CEFOTAXIMA,8
MEDICINA INTERNA,BUMETANIDA,20
TERAPIA INTENSIVA,SERO,2
URGENCIAS,ESMOLOL,3
PEDIATRIA CLINICA,MEROPENEM,2
PEDIATRIA CLINICA,METILPREDNISOLONA,5
PEDIATRIA CLINICA,VANCOMICINA,2
TERAPIA INTENSIVA PEDIATRICA,HIDROCORTISONA,5
TERAPIA INTENSIVA PEDIATRICA,VANCOMICINA,2
TERAPIA INTENSIVA PEDIATRICA,FITOMENADIONA,5
TERAPIA INTENSIVA PEDIATRICA,CLARITROMICINA,2
CIRUGIA GENERAL,ANIDULAFUNGINA,0
CIRUGIA GENERAL,DEXMEDETOMIDINA,4
SUBDIRECCION DE ENFERMERIA,CEFTRIAXONA,2
SUBDIRECCION DE ENFERMERIA,METRONIDAZOL,3
SUBDIRECCION DE ENFERMERIA,ERTAPENEM,2
SUBDIRECCION DE ENFERMERIA,FUROSEMIDA,4
SUBDIRECCION DE ENFERMERIA,GABAPENTINA,1
CIRUGIA GENERAL,AMIKACINA,1
SUBDIRECCION DE ENFERMERIA,KETOROLACO,4
SUBDIRECCION DE ENFERMERIA,AMIKACINA,6
SUBDIRECCION DE ENFERMERIA,CEFALOTINA,3
SUBDIRECCION DE ENFERMERIA,TRAMADOL,2
SUBDIRECCION DE ENFERMERIA,HALOPERIDOL,2
SUBDIRECCION DE ENFERMERIA,METRONIDAZOL,2
SUBDIRECCION DE ENFERMERIA,ONDANSENTRON,2
SUBDIRECCION DE ENFERMERIA,ACETILSALICILICO,1
CIRUGIA GENERAL,BUTILHIOSCINA,15
MEDICINA INTERNA,LACTULOSA,2
URGENCIAS PEDIATRICAS,EPINEFRINA,15
URGENCIAS,CEFTAZIDIMA,1
URGENCIAS,PREDNISONA,10
ORTOPEDIA,MULTIVITAMINICO,1
URGENCIAS,CLORFENAMINA,5
CIRUGIA PLASTICA Y RECONSTRUCTIVA,FUROSEMIDA,1
MEDICINA INTERNA,SUCRALFATO,5
MEDICINA INTERNA,HALOPERIDOL,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CEFALEXINA,3
URGENCIAS,SERO,1
URGENCIAS,METAMIZOL,2
URGENCIAS,PRAZOSINA,2
MEDICINA INTERNA,FLUCONAZOL,9
CIRUGIA GENERAL,ACETAZOLAMIDA,3
URGENCIAS PEDIATRICAS,SULFADIAZINA,1
MEDICINA INTERNA,METRONIDAZOL,0
CIRUGIA PLASTICA Y RECONSTRUCTIVA,FUROSEMIDA,2
CIRUGIA GENERAL,DOXICICLINA,15
CIRUGIA PLASTICA Y RECONSTRUCTIVA,AMIKACINA,4
GINECO OBSTETRICIA,DOXICICLINA,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,LACTATO,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CLONIXINATO,2
URGENCIAS,METOPROLOL,10
URGENCIAS PEDIATRICAS,OMEPRAZOL,14
URGENCIAS,DEXMEDETOMIDINA,6
CIRUGIA GENERAL,PARACETAMOL,66
CIRUGIA GENERAL,ONDANSETRON,25
CIRUGIA GENERAL,METOCLOPRAMIDA,0
CIRUGIA GENERAL,DEXAMETASONA,6
MEDICINA INTERNA,ACETAZOLAMIDA,2
URGENCIAS,AMBROXOL,1
QUIROFANOS,CIPROFLOXACINO,1
CIRUGIA PEDIATRICA,KETAMINA,1
URGENCIAS PEDIATRICAS,HIDROCORTISONA,5
URGENCIAS PEDIATRICAS,METILPREDNISOLONA,5
URGENCIAS PEDIATRICAS,OMEPRAZOL,8
URGENCIAS PEDIATRICAS,ONDANSETRON,4
URGENCIAS PEDIATRICAS,METAMIZOL,3
URGENCIAS PEDIATRICAS,DEXAMETASONA,8
URGENCIAS PEDIATRICAS,CLORURO,6
CIRUGIA GENERAL,PARACETAMOL,12
ANESTESIOLOGIA,LIDOCAINA,50
ANESTESIOLOGIA,BUPIVACAINA,100
NEONATOLOGIA,LEVOTIROXINA,10
NEONATOLOGIA,SILDENAFIL,4
CLINICA DE CATETERES,ONDANSENTRON,4
ENDOSCOPIA,DEXAMETASONA,20
ENDOSCOPIA,OMEPRAZOL,15
ENDOSCOPIA,CLONIXINATO,10
PEDIATRIA CLINICA,BICARBONATO,10
PEDIATRIA CLINICA,SULFATO,30
PEDIATRIA CLINICA,OMEPRAZOL,0
PEDIATRIA CLINICA,KETOROLACO,6
PEDIATRIA CLINICA,SERO,5
PEDIATRIA CLINICA,NOREPINEFRINA,10
PEDIATRIA CLINICA,DOBUTAMINA,5
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ACETILSALICILICO,2
URGENCIAS PEDIATRICAS,AMPICILINA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CLINDAMICINA,6
MEDICINA INTERNA,METAMIZOL,2
UNIDAD TOCOQUIRURGICA,METFORMINA,5
UNIDAD TOCOQUIRURGICA,NOREPINEFRINA,5
MEDICINA INTERNA,BUMETANIDA,5
URGENCIAS,TRAMADOL,4
ORTOPEDIA,PARACETAMOL,10
CIRUGIA PLASTICA Y RECONSTRUCTIVA,NIFEDIPINO,10
URGENCIAS,ADENOSINA,12
QUIROFANOS,DEXAMETASONA,30
UROLOGIA (CONSULTA),NOREPINEFRINA,3
OFTALMOLOGIA (HOSPITALIZACION),TOXINA,2
UROLOGIA (CONSULTA),DEXAMETASONA,30
UROLOGIA (CONSULTA),CLORFENAMINA,5
PEDIATRIA CLINICA,LEVOTIROXINA,10
MEDICINA INTERNA,FUROSEMIDA,30
MEDICINA INTERNA,HIDROCORTISONA,8
